,name,text
84,DENNIS," Oh, King, eh, very nice. And how d'you get that, eh? 
        By exploiting the workers! By 'anging on to outdated imperialist dogma 
        which perpetuates the economic and social differences in our society. If 
        there's ever going to be any progress with the-- "
85,WOMAN," Dennis, there's some lovely filth down here. Oh! How 
        d'you do? "
86,ARTHUR," How do you do, good lady? I am Arthur, King of the 
        Britons. Who's castle is that? "
87,WOMAN, King of the who? 
88,ARTHUR, The Britons. 
89,WOMAN, Who are the Britons? 
90,ARTHUR," Well, we all are. We are all Britons, and I am your 
        king. "
91,WOMAN," I didn't know we had a king. I thought we were an 
        autonomous collective. "
92,DENNIS," You're fooling yourself. We're living in a 
        dictatorship: a self-perpetuating autocracy in which the working 
        classes-- "
93,WOMAN," Oh, there you go bringing class into it again. "
94,DENNIS," That's what it's all about. If only people would hear 
        of-- "
95,ARTHUR," Please! Please, good people. I am in haste. Who lives 
        in that castle? "
96,WOMAN, No one lives there. 
97,ARTHUR, Then who is your lord? 
98,WOMAN, We don't have a lord. 
99,ARTHUR, What? 
100,DENNIS," I told you. We're an anarcho-syndicalist commune. We 
        take it in turns to act as a sort of executive officer for the week,...
        "
101,ARTHUR, Yes. 
102,DENNIS," ...but all the decisions of that officer have to be 
        ratified at a special bi-weekly meeting... "
103,ARTHUR," Yes, I see. "
104,DENNIS," ...by a simple majority in the case of purely internal 
        affairs,... "
105,ARTHUR, Be quiet! 
106,DENNIS," ...but by a two-thirds majority in the case of more 
        major-- "
107,ARTHUR, Be quiet! I order you to be quiet! 
108,WOMAN," Order, eh? Who does he think he is? Heh. "
109,ARTHUR, I am your king! 
110,WOMAN," Well, I didn't vote for you. "
111,ARTHUR, You don't vote for kings. 
112,WOMAN," Well, how did you become King, then? "
113,ARTHUR," The Lady of the Lake,... "
114,DENNIS," Listen. Strange women lying in ponds distributing 
        swords is no basis for a system of government. Supreme executive power 
        derives from a mandate from the masses, not from some farcical aquatic 
        ceremony. "
115,ARTHUR, Be quiet! 
116,DENNIS," Well, but you can't expect to wield supreme executive 
        power just 'cause some watery tart threw a sword at you! "
117,ARTHUR, Shut up! 
118,DENNIS," I mean, if I went 'round saying I was an emperor just 
        because some moistened bint had lobbed a scimitar at me, they'd put me 
        away! "
119,ARTHUR," Shut up, will you? Shut up! "
120,DENNIS," Ah, now we see the violence inherent in the system.
        "
121,ARTHUR, Shut up! 
122,DENNIS," Oh! Come and see the violence inherent in the system! 
        Help! Help! I'm being repressed! "
123,ARTHUR, Bloody peasant! 
124,DENNIS," Oh, what a give-away. Did you hear that? Did you hear 
        that, eh? That's what I'm on about. Did you see him repressing me? You 
        saw it, didn't you? "
125,BLACK KNIGHT, Aaaagh! 
126,BLACK KNIGHT, Aaagh! 
127,GREEN KNIGHT, Ooh! 
128,BLACK KNIGHT, Aagh! 
129,GREEN KNIGHT, Oh! 
130,BLACK KNIGHT, Aaaagh! 
131,BLACK KNIGHT and GREEN KNIGHT," Agh!, oh!, etc. "
132,GREEN KNIGHT, Aaaaaah! Aaaaaaaaah! 
133,BLACK KNIGHT, Umm! 
134,ARTHUR," You fight with the strength of many men, Sir Knight.
        "
135,BLACK KNIGHT, None shall pass. 
136,ARTHUR, What? 
137,BLACK KNIGHT, None shall pass. 
138,ARTHUR," I have no quarrel with you, good Sir Knight, but I 
        must cross this bridge. "
139,BLACK KNIGHT, Then you shall die. 
140,ARTHUR," I command you, as King of the Britons, to stand aside!
        "
141,BLACK KNIGHT, I move for no man. 
142,ARTHUR, So be it! 
143,ARTHUR and BLACK KNIGHT," Aaah!, hiyaah!, etc. "
144,ARTHUR," Now stand aside, worthy adversary. "
145,BLACK KNIGHT, 'Tis but a scratch. 
146,ARTHUR, A scratch? Your arm's off! 
147,BLACK KNIGHT," No, it isn't. "
148,ARTHUR," Well, what's that, then? "
149,BLACK KNIGHT, I've had worse. 
150,ARTHUR, You liar! 
151,BLACK KNIGHT," Come on, you pansy! "
152,ARTHUR, Victory is mine! 
153,BLACK KNIGHT, Hah! 
154,ARTHUR, What? 
155,BLACK KNIGHT, Have at you! 
156,ARTHUR," Eh. You are indeed brave, Sir Knight, but the fight is 
        mine. "
157,BLACK KNIGHT," Oh, had enough, eh? "
158,ARTHUR," Look, you stupid bastard. You've got no arms left. "
159,BLACK KNIGHT," Yes, I have. "
160,ARTHUR, Look! 
161,BLACK KNIGHT, Just a flesh wound. 
162,ARTHUR," Look, stop that. "
163,BLACK KNIGHT, Chicken! 
164,ARTHUR," Look, I'll have your leg. "
165,BLACK KNIGHT, Right. I'll do you for that! 
166,ARTHUR, You'll what? 
167,BLACK KNIGHT, Come here! 
168,ARTHUR," What are you going to do, bleed on me? "
169,BLACK KNIGHT, I'm invincible! 
170,ARTHUR, You're a looney. 
171,BLACK KNIGHT," The Black Knight always triumphs! Have at you! 
        Come on, then. "
172,BLACK KNIGHT," Oh? All right, we'll call it a draw. "
173,ARTHUR," Come, Patsy. "
174,BLACK KNIGHT," Oh. Oh, I see. Running away, eh? You yellow 
        bastards! Come back here and take what's coming to you. I'll bite your 
        legs off! "
175,MONKS,
176,CROWD, A witch! A witch! 
177,MONKS, 
178,CROWD," A witch! A witch! A witch! A witch! We've found a 
        witch! A witch! A witch! A witch! A witch! We've got a witch! A witch! A 
        witch! Burn her! Burn her! Burn her! We've found a witch! We've found a 
        witch! A witch! A witch! A witch! "
179,VILLAGER #1, We have found a witch. May we burn her? 
180,CROWD, Burn her! Burn! Burn her! Burn her! 
181,BEDEVERE, How do you know she is a witch? 
182,VILLAGER #2, She looks like one. 
183,CROWD, Right! Yeah! Yeah! 
184,BEDEVERE, Bring her forward. 
185,WITCH, I'm not a witch. I'm not a witch. 
186,BEDEVERE," Uh, but you are dressed as one. "
187,WITCH, They dressed me up like this. 
188,CROWD," Augh, we didn't! We didn't... "
189,WITCH, And this isn't my nose. It's a false one. 
190,BEDEVERE, Well? 
191,VILLAGER #1," Well, we did do the nose. "
192,BEDEVERE, The nose? 
193,VILLAGER #1," And the hat, but she is a witch! "
194,VILLAGER #2, Yeah! 
195,CROWD, We burn her! Right! Yeaaah! Yeaah! 
196,BEDEVERE, Did you dress her up like this? 
197,VILLAGER #1, No! 
198,VILLAGER #2 and 3, No. No. 
199,VILLAGER #2, No. 
200,VILLAGER #1, No. 
201,VILLAGERS #2 and #3, No. 
202,VILLAGER #1, Yes. 
203,VILLAGER #2, Yes. 
204,VILLAGER #1," Yes. Yeah, a bit. "
205,VILLAGER #3, A bit. 
206,VILLAGERS #1 and #2, A bit. 
207,VILLAGER #3, A bit. 
208,VILLAGER #1, She has got a wart. 
209,RANDOM, 
210,BEDEVERE, What makes you think she is a witch? 
211,VILLAGER #3," Well, she turned me into a newt. "
212,BEDEVERE, A newt? 
213,VILLAGER #3, I got better. 
214,VILLAGER #2, Burn her anyway! 
215,VILLAGER #1, Burn! 
216,CROWD, Burn her! Burn! Burn her!... 
217,BEDEVERE," Quiet! Quiet! Quiet! Quiet! There are ways of 
        telling whether she is a witch. "
218,VILLAGER #1, Are there? 
219,VILLAGER #2, Ah? 
220,VILLAGER #1, What are they? 
221,CROWD, Tell us! Tell us!... 
222,VILLAGER #2, Do they hurt? 
223,BEDEVERE, Tell me. What do you do with witches? 
224,VILLAGER #2, Burn! 
225,VILLAGER #1, Burn! 
226,CROWD, Burn! Burn them up! Burn!... 
227,BEDEVERE, And what do you burn apart from witches? 
228,VILLAGER #1, More witches! 
229,VILLAGER #3, Shh! 
230,VILLAGER #2, Wood! 
231,BEDEVERE," So, why do witches burn? "
232,VILLAGER #3, B--... 'cause they're made of... wood? 
233,BEDEVERE, Good! Heh heh. 
234,CROWD," Oh, yeah. Oh. "
235,BEDEVERE," So, how do we tell whether she is made of wood? "
236,VILLAGER #1, Build a bridge out of her. 
237,BEDEVERE," Ah, but can you not also make bridges out of stone?
        "
238,VILLAGER #1," Oh, yeah. "
239,RANDOM," Oh, yeah. True. Uhh... "
240,BEDEVERE, Does wood sink in water? 
241,VILLAGER #1, No. No. 
242,VILLAGER #2," No, it floats! It floats! "
243,VILLAGER #1, Throw her into the pond! 
244,CROWD, The pond! Throw her into the pond! 
245,BEDEVERE, What also floats in water? 
246,VILLAGER #1, Bread! 
247,VILLAGER #2, Apples! 
248,VILLAGER #3," Uh, very small rocks! "
249,VILLAGER #1, Cider! 
250,VILLAGER #2," Uh, gra-- gravy! "
251,VILLAGER #1, Cherries! 
252,VILLAGER #2, Mud! 
253,VILLAGER #3," Uh, churches! Churches! "
254,VILLAGER #2, Lead! Lead! 
255,ARTHUR, A duck! 
256,CROWD, Oooh. 
257,BEDEVERE," Exactly. So, logically... "
258,VILLAGER #1," If... she... weighs... the same as a duck,... 
        she's made of wood. "
259,BEDEVERE, And therefore? 
260,VILLAGER #2, A witch! 
261,VILLAGER #1, A witch! 
262,CROWD, A witch! A witch!... 
263,VILLAGER #4, Here is a duck. Use this duck. 
264,BEDEVERE, Very good. We shall use my largest scales. 
265,CROWD," Ohh! Ohh! Burn the witch! Burn the witch! Burn her! 
        Burn her! Burn her! Burn her! Burn her! Burn her! Burn her! Ahh! Ahh...
        "
266,BEDEVERE, Right. Remove the supports! 
267,CROWD, A witch! A witch! A witch! 
268,WITCH, It's a fair cop. 
269,VILLAGER #3, Burn her! 
270,CROWD, Burn her! Burn her! Burn her! Burn! Burn!... 
271,BEDEVERE," Who are you who are so wise in the ways of science?
        "
272,ARTHUR," I am Arthur, King of the Britons. "
273,BEDEVERE, My liege! 
274,ARTHUR," Good Sir Knight, will you come with me to Camelot and 
        join us at the Round Table? "
275,BEDEVERE, My liege! I would be honored. 
276,ARTHUR, What is your name? 
277,BEDEVERE," 'Bedevere', my liege. "
278,ARTHUR," Then I dub you 'Sir Bedemere, Knight of the Round 
        Table'. "
279,NARRATOR," The wise Sir Bedevere was the first to join King 
        Arthur's knights, but other illustrious names were soon to follow: Sir 
        Lancelot the Brave, Sir Gallahad the Pure, and Sir Robin 
        the-not-quite-so-brave-as-Sir-Lancelot, who had nearly fought the Dragon 
        of Angnor, who had nearly stood up to the vicious Chicken of Bristol, 
        and who had personally wet himself at the Battle of Badon Hill, and the 
        aptly named Sir Not-appearing-in-this-film. Together they formed a band 
        whose names and deeds were to be retold throughout the centuries: The 
        Knights of the Round Table. "
280,SIR BEDEVERE," And that, my liege, is how we know the earth to 
        be banana-shaped. "
281,ARTHUR," This new learning amazes me, Sir Bedevere. Explain 
        again how sheep's bladders may be employed to prevent earthquakes. "
282,BEDEVERE," Oh, certainly, sir. "
283,SIR LANCELOT," Look, my liege! "
284,ARTHUR, Camelot! 
285,SIR GALAHAD, Camelot! 
286,LANCELOT, Camelot! 
287,PATSY, It's only a model. 
288,ARTHUR," Shh! Knights, I bid you welcome to your new home. Let 
        us ride... to... Camelot! "
289,KNIGHTS, 
290,PRISONER, 
291,KNIGHTS, 
292,MAN, I have to push the pram a lot. 
293,ARTHUR," Well, on second thought, let's not go to Camelot. It 
        is a silly place. "
294,KNIGHTS, Right. Right. 
295,GOD," Arthur! Arthur, King of the Britons! Oh, don't grovel!
        "
296,ARTHUR, Sorry. 
297,GOD," And don't apologize. Every time I try to talk to someone 
        it's 'sorry this' and 'forgive me that' and 'I'm not worthy'. "
298,ARTHUR," I'm averting my eyes, O Lord. "
299,GOD," Well, don't. It's like those miserable Psalms-- they're 
        so depressing. Now, knock it off! "
300,ARTHUR," Yes, Lord. "
301,GOD," Right! Arthur, King of the Britons, your Knights of the 
        Round Table shall have a task to make them an example in these dark 
        times. "
302,ARTHUR," Good idea, O Lord! "
303,GOD, 'Course it's a good idea! Behold! 
304,LANCELOT, A blessing! A blessing from the Lord! 
305,GALAHAD, God be praised! 
306,ARTHUR, Halt!
307,FRENCH GUARD, Allo! Who is eet? 
308,ARTHUR," It is King Arthur, and these are my Knights of the 
        Round Table. Whose castle is this? "
309,FRENCH GUARD," This is the castle of my master, Guy de 
        Loimbard. "
310,ARTHUR," Go and tell your master that we have been charged by 
        God with a sacred quest. If he will give us food and shelter for the 
        night, he can join us in our quest for the Holy Grail. "
311,FRENCH GUARD," Well, I'll ask him, but I don't think he'll be 
        very keen. Uh, he's already got one, you see. "
312,ARTHUR, What? 
313,GALAHAD, He says they've already got one! 
314,ARTHUR, Are you sure he's got one? 
315,FRENCH GUARD," Oh, yes. It's very nice-a. (I told him we 
        already got one.) "
316,FRENCH GUARDS, 
317,ARTHUR," Well, u-- um, can we come up and have a look? "
318,FRENCH GUARD, Of course not! You are English types-a! 
319,ARTHUR," Well, what are you, then? "
320,FRENCH GUARD," I'm French! Why do think I have this outrageous 
        accent, you silly king-a?! "
321,GALAHAD, What are you doing in England? 
322,FRENCH GUARD, Mind your own business! 
323,ARTHUR," If you will not show us the Grail, we shall take your 
        castle by force! "
324,FRENCH GUARD," You don't frighten us, English pig-dogs! Go and 
        boil your bottom, sons of a silly person. I blow my nose at you, 
        so-called Arthur King, you and all your silly English k-nnnnniggets. 
        Thpppppt! Thppt! Thppt! "
325,GALAHAD, What a strange person. 
326,ARTHUR," Now look here, my good man-- "
327,FRENCH GUARD," I don't wanna talk to you no more, you empty 
        headed animal food trough wiper! I fart in your general direction! Your 
        mother was a hamster and your father smelt of elderberries! "
328,GALAHAD, Is there someone else up there we could talk to? 
329,FRENCH GUARD," No. Now, go away, or I shall taunt you a second 
        time-a!"
330,ARTHUR," Now, this is your last chance. I've been more than 
        reasonable. "
331,FRENCH GUARD, (Fetchez la vache.) 
332,OTHER FRENCH GUARD, Quoi? 
333,FRENCH GUARD, (Fetchez la vache!)
334,ARTHUR," If you do not agree to my commands, then I shall--"
335,KNIGHTS, Christ!
336,ARTHUR, Right! Charge! 
337,KNIGHTS, Charge!
338,FRENCH GUARD," Hey, this one is for your mother! There you go.
        "
339,FRENCH GUARD, And this one's for your dad! 
340,ARTHUR, Run away! 
341,KNIGHTS, Run away! 
342,FRENCH GUARD, Thppppt! 
343,FRENCH GUARDS, 
344,LANCELOT, Fiends! I'll tear them apart! 
345,ARTHUR," No, no. No, no. "
346,BEDEVERE," Sir! I have a plan, sir. "
347,FRENCH GUARDS, 
348,ARTHUR, What happens now? 
349,BEDEVERE," Well, now, uh, Lancelot, Galahad, and I, uh, wait 
        until nightfall, and then leap out of the rabbit, taking the French, uh, 
        by surprise. Not only by surprise, but totally unarmed! "
350,ARTHUR, Who leaps out? 
351,BEDEVERE," U-- u-- uh, Lancelot, Galahad, and I, uh, leap out 
        of the rabbit, uh, and uh... "
352,ARTHUR, Ohh. 
353,BEDEVERE," Oh. Um, l-- look, i-- i-- if we built this large 
        wooden badger--"
354,ARTHUR, Run away! 
355,KNIGHTS," Run away! Run away! Run away! Run away! Run away! Run 
        away! Run away!"
356,FRENCH GUARDS," Oh, haw haw haw haw! Haw! Haw haw heh... 
        "
357,NARRATOR," The Tale of Sir Robin. So, each of the knights went 
        their separate ways. Sir Robin rode north, through the dark forest of 
        Ewing, accompanied by his favorite minstrels. "
358,MINSTREL, 
359,SIR ROBIN," That's-- that's, uh-- that's enough music for now, 
        lads. Heh. Looks like there's dirty work afoot. "
360,DENNIS," Anarcho-syndicalism is a way of preserving freedom.
        "
361,WOMAN," Oh, Dennis, forget about freedom. We haven't got enough 
        mud. "
362,ALL HEADS (THREE-HEADED KNIGHT), Halt! 
363,MINSTREL, 
364,ROBIN," Shut up! Um, n-- n-- n-- nobody, really. I'm 
        j-- j-- j-- ju-- just, um-- just passing through. "
365,ALL HEADS, What do you want? 
366,MINSTREL, 
367,ROBIN," Shut up! Um, oo, a-- nothing. Nothing, really. I, uh-- 
        j-- j-- just-- just to, um-- just to p-- pass through, good Sir Knight.
        "
368,ALL HEADS, I'm afraid not! 
369,ROBIN," Ah. W-- well, actually I-- I am a Knight of the Round 
        Table. "
370,ALL HEADS, You're a Knight of the Round Table? 
371,ROBIN, I am. 
372,LEFT HEAD," In that case, I shall have to kill you. "
373,MIDDLE HEAD, Shall I? 
374,RIGHT HEAD," Oh, I don't think so. "
375,MIDDLE HEAD," Well, what do I think? "
376,LEFT HEAD, I think kill him. 
377,RIGHT HEAD," Oh, let's be nice to him. "
378,LEFT HEAD," Oh, shut up. "
379,ROBIN, Perhaps I could-- 
380,LEFT HEAD," And you. Oh, quick! Get the sword out. I want to 
        cut his head off! "
381,RIGHT HEAD," Oh, cut your own head off! "
382,MIDDLE HEAD," Yes, do us all a favor! "
383,LEFT HEAD, What? 
384,RIGHT HEAD, Yapping on all the time. 
385,MIDDLE HEAD, You're lucky. You're not next to him. 
386,LEFT HEAD, What do you mean? 
387,MIDDLE HEAD, You snore! 
388,LEFT HEAD," Oh, I don't. Anyway, you've got bad breath. "
389,MIDDLE HEAD," Well, it's only because you don't brush my teeth.
        "
390,RIGHT HEAD," Oh, stop bitching and let's go have tea. "
391,LEFT HEAD," Oh, all right. All right. All right. We'll kill him 
        first and then have tea and biscuits. "
392,MIDDLE HEAD, Yes. 
393,RIGHT HEAD," Oh, not biscuits. "
394,LEFT HEAD," All right. All right, not biscuits, but let's kill 
        him anyway. "
395,ALL HEADS, Right! 
396,MIDDLE HEAD, He buggered off. 
397,RIGHT HEAD, So he has. He's scarpered. 
398,MINSTREL, 
399,ROBIN, No! 
400,MINSTREL, 
401,ROBIN, I didn't! 
402,MINSTREL, 
403,ROBIN, No! 
404,MINSTREL, 
405,ROBIN, I didn't! 
406,MINSTREL, 
407,ROBIN, I never did! 
408,MINSTREL, 
409,ROBIN, All lies! 
410,MINSTREL, 
411,ROBIN, I never! 
412,CARTOON MONKS, 
413,CARTOON CHARACTER, Heh heh heeh ooh... 
414,CARTOON MONKS, 
415,CARTOON CHARACTERS, Wayy! 
416,CARTOON MONKS, 
417,CARTOON CHARACTER, Wayy! 
418,VOICE, 
419,CARTOON CHARACTER, Oh! Oooo. 
420,NARRATOR,The Tale of Sir Galahad. 
421,GALAHAD, Open the door! Open the door!
422,GALAHAD,"In the name of King Arthur, open the door!"
423,GIRLS, Hello! 
424,ZOOT," Welcome, gentle Sir Knight. Welcome to the Castle 
        Anthrax. "
425,GALAHAD, The Castle Anthrax? 
426,ZOOT," Yes. Oh, it's not a very good name, is it? Oh, but we 
        are nice and we will attend to your every, every need! "
427,GALAHAD, You are the keepers of the Holy Grail? 
428,ZOOT, The what? 
429,GALAHAD, The Grail. It is here. 
430,ZOOT," Oh, but you are tired and you must rest awhile. Midget! 
        Crapper! "
431,MIDGET and CRAPPER," Yes, O Zoot? "
432,ZOOT, Prepare a bed for our guest. 
433,MIDGET and CRAPPER," Oh, thank you! Thank you! Thank you! Thank 
        you! Thank you! Thank you!... "
434,ZOOT," Away! Away, varletesses. The beds here are warm and soft 
        and very, very big. "
435,GALAHAD," Well, look, I-- I, uh-- "
436,ZOOT," What is your name, handsome knight? "
437,GALAHAD, 'Sir Galahad... the Chaste'. 
438,ZOOT," Mine is 'Zoot'. Just 'Zoot'. Oh, but come. "
439,GALAHAD," Look, please! In God's name, show me the Grail! "
440,ZOOT," Oh, you have suffered much. You are delirious. "
441,GALAHAD," No, look. I have seen it! It is here in this-- "
442,ZOOT," Sir Galahad! You would not be so ungallant as to refuse 
        our hospitality. "
443,GALAHAD," Well, I-- I, uh-- "
444,ZOOT," Oh, I am afraid our life must seem very dull and quiet 
        compared to yours. We are but eight score young blondes and brunettes, 
        all between sixteen and nineteen-and-a-half, cut off in this castle with 
        no one to protect us. Oooh. It is a lonely life: bathing, dressing, 
        undressing, knitting exciting underwear. We are just not used to 
        handsome knights. Nay. Nay. Come. Come. You may lie here. Oh, but you 
        are wounded! "
445,GALAHAD," No, no. It's-- it's nothing. "
446,ZOOT," Oh, you must see the doctors immediately! No, no, 
        please! Lie down. "
447,PIGLET," Well, what seems to be the trouble? "
448,GALAHAD, They're doctors?! 
449,ZOOT," Uh, they... have a basic medical training, yes. "
450,GALAHAD, B-- but-- 
451,ZOOT," Oh, come. Come. You must try to rest. Doctor Piglet! 
        Doctor Winston! Practise your art. "
452,WINSTON, Try to relax. 
453,GALAHAD, Are you sure that's absolutely necessary? 
454,PIGLET, We must examine you. 
455,GALAHAD, There's nothing wrong with that! 
456,PIGLET, Please. We are doctors. 
457,GALAHAD, Look! This cannot be. I am sworn to chastity. 
458,PIGLET, Back to your bed! At once! 
459,GALAHAD, Torment me no longer. I have seen the Grail! 
460,PIGLET, There's no grail here. 
461,GALAHAD, I have seen it! I have seen it! 
462,GIRLS, Hello. 
463,GALAHAD, Oh. 
464,GIRLS," Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. 
        Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. 
        Hello. Hello. Hello. Hello. Hello. "
465,GALAHAD, Zoot! 
466,DINGO," No, I am Zoot's identical twin sister, Dingo. "
467,GALAHAD," Oh, well, excuse me, I-- "
468,DINGO, Where are you going? 
469,GALAHAD," I seek the Grail! I have seen it, here in this 
        castle! "
470,DINGO," Oh, no. Oh, no! Bad, bad Zoot! "
471,GALAHAD," Well, what is it? "
472,DINGO," Oh, wicked, bad, naughty Zoot! She has been setting 
        alight to our beacon, which, I have just remembered, is grail-shaped. 
        It's not the first time we've had this problem. "
473,GALAHAD, It's not the real Grail? 
474,DINGO," Oh, wicked, bad, naughty, evil Zoot! She is a bad 
        person and must pay the penalty! Do you think this scene should have 
        been cut? We were so worried when the boys were writing it, but now, 
        we're glad. It's better than some of the previous scenes, I think. "
475,LEFT HEAD, At least ours was better visually. 
476,DENNIS," Well, at least ours was committed. It wasn't just a 
        string of pussy jokes. "
477,OLD MAN, Get on with it. 
478,TIM THE ENCHANTER," Yes, get on with it! "
479,ARMY OF KNIGHTS," Yes, get on with it! "
480,DINGO," Oh, I am enjoying this scene. "
481,GOD, Get on with it! 
482,DINGO,
483,GIRLS, A spanking! A spanking! 
484,DINGO," You must spank her well, and after you have spanked 
        her, you may deal with her as you like, and then, spank me. "
485,AMAZING, And spank me. 
486,STUNNER, And me. 
487,LOVELY, And me. 
488,DINGO," Yes. Yes, you must give us all a good spanking! "
489,GIRLS," A spanking! A spanking! There is going to be a spanking 
        tonight! "
490,DINGO," And after the spanking, the oral sex. "
491,GIRLS, The oral sex! The oral sex! 
492,GALAHAD," Well, I could stay a bit longer. "
493,LANCELOT, Sir Galahad! 
494,GALAHAD," Oh, hello. "
495,LANCELOT, Quick! 
496,GALAHAD, What? 
497,LANCELOT, Quick! 
498,GALAHAD, Why? 
499,LANCELOT, You are in great peril! 
500,DINGO," No, he isn't. "
501,LANCELOT," Silence, foul temptress! "
502,GALAHAD," You know, she's got a point. "
503,LANCELOT, Come on! We will cover your escape! 
504,GALAHAD," Look, I'm fine! "
505,LANCELOT, Come on! 
506,GIRLS, Sir Galahad! 
507,GALAHAD," No. Look, I can tackle this lot single-handed! "
508,DINGO, Yes! Let him tackle us single-handed! 
509,GIRLS, Yes! Let him tackle us single-handed! 
510,LANCELOT," No, Sir Galahad. Come on! "
511,GALAHAD," No! Really! Honestly, I can cope. I can handle this 
        lot easily. "
512,DINGO," Oh, yes. Let him handle us easily. "
513,GIRLS, Yes. Let him handle us easily. 
514,LANCELOT, No. Quick! Quick! 
515,GALAHAD," Please! I can defeat them! There's only a 
        hundred-and-fifty of them! "
516,DINGO," Yes! Yes, he will beat us easily! We haven't a chance.
        "
