,name,text
10,Terry Jones," Oh all right, five years. "
11,John Cleese," Thank you, m'lud. "
12,Terry Jones, Call the next case please. 
13,John Cleese," Call Erik Njorl, son of Frothgar, 
            brother of Hangnor... (etc.). "
14,Eric Idle," You are Erik Njorl, son of Frothgar... "
15,Terry Jones, Get on with it! 
16,Eric Idle, Will you raise your right hand. 
17,Terry Jones," He obviously can't raise his right hand, you silly 
            usher person... can you raise your right leg Mr. Njorl? "
18,Eric Idle," Can you raise any part of your body, Mr. Njorl? "
19,Eric Idle," I see... well, we'll skip that... well, just take 
            the book in your right hand Mr. Njorl without raising any part of 
            your body... Oh .... "
20,Terry Jones," What is it now, you persistently silly usher? "
21,Eric Idle,", He can't hold the Bible m'lud. "
22,Terry Jones," Well screw the Bible! Let's get on with this 
            bleeding trial, I've got a Gay Lib meeting at 6 o'clock. 
            Superintendent Lufthansa will you please read the charge. "
23,Graham Chapman," Is a charge strictly necessary, m'lud? "
24,Terry Jones, 
25,Graham Chapman," Oh sorry! Right, here we go. You are 
            hereby charged. one, that you did, on or about 1126, conspire to 
            publicize a London Borough in the course of a BBC sags; two, that 
            you were willfully and persistently a foreigner; three, that you 
            conspired to do 2 things not normally considered illegal; four, that 
            you were caught , in possession of an offensive weapon, viz. the big 
            brown table down at the police station. "
26,Terry Jones, The big brown table down at the police station? 
27,Graham Chapman," It's the best we could find, m'lud ... and 
            five... all together now... "
28,John Cleese, Call Police Constable Pan-Am. 
29,Michael Palin," No, I shall deny that to the last breath in my 
            body. "
30,John Cleese," Police constable, do you recognize 
            the defendant? "
31,Michael Palin, No. Never seen him before in my life. 
32,John Cleese," Constable, will you please tell the 
            court in your . own words what happened? "
33,Michael Palin, Oh yes! 
34,Michael Palin," Defendant! Sorry. Sorry, super. I clearly saw 
            the defendant ... doing whatever he's accused of Red handed. When 
            kicked... he said: 'It's a fair ... cop, I done it all ... Right... 
            no doubt about... that'. Then, bound as he was to the chair, he 
            assaulted myself and three other constables while bouncing around 
            the area. The end. "
35,Michael Palin," Thank you, thank you... and for my next piece 
            of evidence... "
36,Graham Chapman," I think you'd better leave it there, 
            constable. "
37,John Cleese," Excellent evidence, constable "
38,Terry Jones," Is he in there, d'you think? . .. Hello... Hello! 
            Defendant, are you there ... coo-ee! De-fend-ant... "
39,Terry Jones, I'm sorry. 
0,John Cleese," And now the Stock Market Report by Exchange 
            Telegraph. "
1,Eric Idle," Trading was crisp at the start of the day with some 
            brisk business on the floor. Rubber hardened and string remained 
            confident. Little bits of tin consolidated although biscuits sank 
            after an early gain and stools remained anonymous. Armpits rallied 
            well after a poor start. Nipples rose dramatically during the 
            morning but had declined by mid-afternoon, while teeth clenched and 
            buttocks remained firm. Small' dark furry things increased severely 
            on the floor, whilst rude jellies wobbled up and down, and bounced 
            against rising thighs which had spread to all parts of the country 
            by mid-afternoon. After lunch naughty things dipped sharply forcing 
            giblets upwards with the nicky nacky noo. Ting tang tong rankled 
            dithely, little tipples pooped and poppy things went pong! Gibble 
            gabble gobble went the rickety rackety roo and ... "
0,Graham Chapman," Hullo, Mrs. Premise."
1,John Cleese," Hullo, Mrs. Conclusion."
2,Graham Chapman, Busy Day?
3,John Cleese, Busy? I just spent four hours burying the cat.
4,Graham Chapman, *Four hours* to bury a cat?
5,John Cleese, Yes - it wouldn't keep still.
6,Graham Chapman," Oh - it wasn't dead, then?"
7,John Cleese," No, no - but it's not at all well, so as we were 
            going to be on the safe side."
8,Graham Chapman," Quite right - you don't want to come back from 
            Sorrento to a dead cat. It'd be so anticlimactic. Yes, kill it now, 
            that's what I say. We're going to have to have our budgie put down."
9,John Cleese, Really - is it very old?
10,Graham Chapman," No, we just don't like it. We're going to take 
            it to the vet tomorrow."
11,John Cleese," Tell me, how do they put budgies down, then?"
12,Graham Chapman," Well, it's funny you should ask that, because 
            I've just been reading a great big book about how to put your budgie 
            down, and apparently you can either hit them with the book, or you 
            can shoot them just there, just above the beak."
13,John Cleese," Just there? Well, well, well. 'Course, Mrs. 
            Essence flushed hers down the loo."
14,Graham Chapman," No, you shouldn't do that - no, that's 
            dangerous. They *breed* in the *sewers*!"
0,Graham Chapman," Hello, Mrs. Premise. "
1,John Cleese," Hello, Mrs. Conclusion. "
2,Graham Chapman, Busy day? 
3,John Cleese," Busy! I've just spent four hours burying the 
            cat. "
4,Graham Chapman, Four hours to bury a cat? 
5,John Cleese," Yes! It wouldn't keep still, wriggling about 
            howling its head off. "
6,Graham Chapman, Oh - it wasn't dead then? 
7,John Cleese," Well, no, no, but it's not at all a well cat 
            so as we were going away for a fortnight's holiday, I thought I'd 
            better bury it just to be on the safe side. "
8,Graham Chapman," Quite fight. You don't want to come hack 
            from Sortonto to a dead cat. It'd be so anticlimactic. Yes, kill it 
            now, that's what I say. "
9,John Cleese, Yes. 
10,Graham Chapman," We're going to have our budgie put down.
            "
11,John Cleese, Really? Is it very old? 
12,Graham Chapman," No. We just don't like it. We're going to 
            take it to the vet tomorrow. "
13,John Cleese," Tell me, how do they put budgies down then?
            "
14,Graham Chapman," Well it's funny you should ask that, but 
            I've just been reading a great big book about how to put your budgie 
            down, and apparently you can either hit them with the book, or, you 
            can shoot them just there, just above the beak. "
15,John Cleese, Just there! 
16,Graham Chapman, Yes. 
17,John Cleese," Well well well. 'Course, Mrs. Essence 
            flushed hers down the 1oo. "
18,Graham Chapman," Ooh! No! You shouldn't do that - no 
            that's dangerous. Yes, they breed in the sewers, and eventually you 
            get evil-smelling flocks of huge soiled budgies flying out of 
            people's lavatories infringing their personal freedom. "
19,John Cleese," It's a funny thing freedom. I mean how can 
            any of us be really free when we still have personal possessions.
            "
20,Graham Chapman," You can't. You can't ' I mean, how can I 
            go off and join Frelimo when I've got nine more installments to pay 
            on the fridge. "
21,John Cleese," No, you can't. You can't. Well this is the 
            whole crux of Jean-Paul Sartre's 'Roads to Freedom'. "
22,Graham Chapman," No, it bloody isn't. The nub of that is, 
            his characters stand for all of us in their desire to avoid action. 
            Mind you, the man at the off-license says it's an everyday story of 
            French country folk. "
23,John Cleese, What does he know? 
24,Graham Chapman, Nothing. 
25,John Cleese," Sixty new pence for a bottle of Maltese 
            Claret. Well I personally think Jean-Paul's masterwork is an 
            allegory of man's search for commitment. "
26,Graham Chapman, No it isn't. 
27,John Cleese, Yes it is. 
28,Graham Chapman, Isn't. 
29,John Cleese, 'Tis. 
30,Graham Chapman, No it isn't. 
31,John Cleese," All right. We can soon settle this. We'll 
            ask him. "
32,Graham Chapman, Do you know him? 
33,John Cleese," Yes, we met on holiday last year. "
34,Graham Chapman, In Ibeezer? 
35,John Cleese," Yes. He was staying there with his wife and 
            Mr. and Mr. Genet. Oh, I did get on well with Madam S. We were like 
            that. "
36,Graham Chapman, What was Jean-Paul like? 
37,John Cleese," Well, you know, a bit moody. Yes, he didn't 
            join in the fun much. Just sat there thinking. Still, Mr. Rotter 
            caught him a few times with the whoopee cushion. "
38,Graham Chapman," Well, we'll give a tinkle then. "
39,John Cleese," Yes, all right. She said they were in the 
            book. "
40,Eric Idle, It's on the drier. 
41,John Cleese," No, no, that's Budapest. Oh here we are 
            Sartre ... Sartre. "
42,John Cleese," Oh, thank you, Mrs. Varley. "
43,Graham Chapman," Oh well, I'll ring BEA then. "
44,John Cleese," Oh look, Paris! "
45,Graham Chapman," That's not Paris. Jean-Paul wouldn't live 
            here. It's a right old dump. "
46,Eric Idle," But this is where they were wrong. For this was 
            no old dump, but a town with a future, an urban Eldorado where the 
            businessmen of today can enjoy the facilities of tomorrow in the 
            comfort of yesterday. Provided by a go-getting, go-ahead council who 
            know just how loud money can talk. "
47,John Cleese," Well ifs none of my business but we had the 
            same trouble with one of our Icelandic sagas. These people are 
            terribly keen but they do rather tend to take over. I think I'd 
            stick to Caribbean Islands if I were you. "
48,John Cleese," Here - this is not Paris, this is Iceland.
            "
49,Graham Chapman," Oh, well, Paris must be over there then.
            "
50,John Cleese," Oh, here we are, Number 25 .... "
51,Graham Chapman, Who's he? 
52,John Cleese," Never heard of him. Flat 6, Marcel Marceau, 
            Walking Against the Wind Ltd.. Flat 7, Indira Gandhi? "
53,Graham Chapman," She gets about a bit, doesn't she? "
54,John Cleese," Yes, Flat 8, Jean-Paul and Betty-Muriel 
            Same. "
55,John Cleese," C'est nous, Betty-Muriel, excusez que nous 
            sorerues en retard. "
56,John Cleese," Oui, merci. "
57,Michael Palin," (MICHAEL) Oh, rubbish. "
58,Graham Chapman, 
59,Michael Palin, Oh yes. Good day. 
60,John Cleese," Hello! Oh this is Mrs. Conclusion from No. 
            46. "
61,Michael Palin," Nice to meet you, dear. "
62,Graham Chapman, Hello. 
63,John Cleese," How's the old man, then? "
64,Michael Palin," Oh, don't ask. He's in one of his bleeding 
            moods. 'The bourgeoisie this is the bourgeoisie that' - he's like a 
            little child sometimes. I was only telling the Rainiers the other 
            day - course he's always rude to them, only classy friends we've got 
            - I was saying solidarity with the masses I said... pie in the sky! 
            Oooh! You're not a Marxist are you Mrs. Conclusion? "
65,Graham Chapman," No, I'm a Revisionist. "
66,Michael Palin," Oh good. I mean, look at this place! I'm at 
            my wits' end. Revolutionary leaflets everywhere. One of these days 
            I'll revolutionary leaflets him. If it wasn't for the goat you 
            couldn't get in here for propaganda. "
67,John Cleese," Oh very well. Can we pop in and have a word 
            with him? "
68,Michael Palin, Yes come along. 
69,John Cleese, Thank you. 
70,Michael Palin," But be careful. He's had a few. Mind you he's 
            as good as gold in the morning, I've got to hand it to him, but come 
            lunchtime it's a bottle of vin ordinalre - six glasses and he's 
            ready to agitate. "
71,John Cleese," Coo-ee! Jean-Paul? Jean-Paul! It's only us. 
            Oh pardon ... c'est m'me nous... "
72,John Cleese," Jean-Paul. Your famous trilogy 'Rues i 
            Liberte, is it an allegory of man's search for commitment? "
73,John Cleese, I told you so. 
74,Graham Chapman, Oh coitus. 
0,Eric Idle," Today we look at a vanishing race. A 
            problem people who are fast disappearing off the face of the earth.
            "
1,Terry Jones," A race who one might say are losing a 
            winning battle. "
2,Michael Palin," They live in a sunshine paradise, a 
            Caribbean dream, where only reality is missing. "
3,Graham Chapman, For this is Whicker Island. 
4,John Cleese," An island inhabited entirely by 
            ex-international interviewers in pursuit of the impossible dream.
            "
5,Eric Idle," The whole problem of Whicker Island is here 
            in a nutshell. "
6,Terry Jones, There are just too many Whickers. 
7,Michael Palin, The light-weight suits. 
8,Graham Chapman, The old school tie. 
9,John Cleese," The practiced voice of the seasoned 
            campaigner. "
10,Eric Idle, Cannot hide the basic tragedy here. 
11,Terry Jones," There just aren't enough rich people left 
            to interview. "
12,Michael Palin," You can't teach an old dog new tricks and 
            so "
13,Graham Chapman, 
14,John Cleese, 
15,Eric Idle, 
16,Terry Jones, 
17,Michael Palin," Father Pierre, why did you stay on in this 
            colonial Campari-land where the clink of glasses mingles with the 
            murmur of a million mosquitoes, where waterfalls of whisky wash away 
            the worries of a world-weary Whicker, where gin and tonic jingle in 
            a gyroscopic jubilee of something beginning With J - Father Pierre, 
            why did you stay on here? "
18,Graham Chapman, 
19,John Cleese," Well there you have it, a crumbling... "
20,Eric Idle, ... empire in the sun-drenched... 
21,Terry Jones," Caribbean, where the clichés sparkle on 
            the waters... "
22,Michael Palin, ... like the music of repeat fees... 
23,Eric Idle, And so... 
24,John Cleese, ... from Whicker Island... 
25,Eric Idle, ... it's... 
26,Terry Jones, ... fare... 
27,Michael Palin, ... well and... 
28,Graham Chapman, ... bon... 
29,John Cleese, . .. voy... 
30,Eric Idle, ... age. 
0,Eric Idle," Who, a year ago, had heard of Mr. and Mrs. 
            Brian Norris of 37, Gledhill Gardens, Parsons Green? And yet their 
            epic journey in EBW 343 has set them alongside Thor Heyerdahl and 
            Sir Edmund Hillary. Starting only with a theory, Mr. Norris set out 
            to prove that the inhabitants of Hounslow could have been 
            descendants of the people of Surbiton who had made the great trek 
            north. No newcomer to this field, Mr. Norris's 'A Short History of 
            Motor Traffic Between Parley and Esher' had become a best-selling 
            minor classic in the car-swapping belt. "
1,Terry Jones, Are you still running the GDBDMDB?
2,Eric Idle," Yes, but I've had the excess nipples woppled 
            to remove tamping. "
3,Eric Idle, Jolly good. 
4,Eric Idle," Were these just coincidences, or were they, as 
            Mr. Norris believed, part of an identical cultural background? One 
            further discovery convinced him. "
5,Michael Palin, I'm convinced. 
6,Eric Idle, But how to prove it. 
7,Michael Palin, But how to prove it. 
8,Eric Idle," There was only one way to see if the journey 
            between Surbiton and Hounslow was possible, and that was to try and 
            make it. Months of preparation followed whilst Mr. Norris continued 
            his research in the Putney Public Library, "
9,Eric Idle," Finally, by April, they were ready. On the 
            23rd, Mr. and Mrs. Norris set out from 'Abide-A-Wee' to motor the 
            fifteen miles to Surbiton, watched by a crowd of local well-wishers.
            "
10,Michael Palin," 7.30 Fed cat. 8.00 Breakfast. 8.30 Yes 
            (successfully). 9.00 Set out on historic journey. "
11,Eric Idle," On the morning of the 24th, early to avoid the 
            traffic, Mr. Norris's historic expedition set out from Surbiton - 
            destination Hounslow. Early on they began to perceive encouraging 
            signs. "
0,John Cleese, Hello. 
1,Graham Chapman, Hello. 
2,John Cleese," Well, last week we showed you how to become a 
            gynecologist. And this week on 'How to do it' we're going to show 
            you how to play the flute, how to split an atom, how to construct a 
            box girder bridge, how to irrigate the Sahara Desert and make vast 
            new areas of land cultivatable, but first, here's Jackie to tell you 
            all how to rid the world of all known diseases. "
3,Eric Idle," Hello, Alan. "
4,John Cleese," Hello, Jackie. "
5,Eric Idle," Well, first of all become a doctor and discover a 
            marvellous cure for something, and then, when the medical profession 
            really starts to take notice of you, you can jolly well tell them 
            what to do and make sure they get everything right so there'll never 
            be any diseases ever again. "
6,John Cleese," Thanks, Jackie. Great idea. How to play the flute.
            "
7,Graham Chapman," Great, great, Alan. Well, next week we'Ll be showing 
            you how black and white people can live together in peace and 
            harmony, and Alan will be over in Moscow showing us how to reconcile 
            the Russians and the Chinese. So, until next week, cheerio. "
8,John Cleese, Bye. 
9,Eric Idle, Bye. 
0,Michael Palin," Oh, yes, he's such a clever little 
            boy, just like his father. "
1,Terry Jones," D'you think so, Mrs. Nigger-Baiter? "
2,Michael Palin," Oh yes, spitting image. "
3,John Cleese," Good afternoon, mother. Good afternoon, Mrs. 
            Nigger-Baiter. "
4,Michael Palin," Ooh, he's walking already! "
5,Terry Jones," Yes, he's such a clever little boy, aren't 
            you? Coochy coochy coo . . . "
6,Michael Palin," Hello, coochy coo... "
7,Terry Jones," Hello, hello... (they chuck him under the 
            chin) "
8,Michael Palin, Oochy coochy. 
9,John Cleese," Of course I talk, I'm Minister for Overseas 
            Development. "
10,Michael Palin," Ooh, he's a clever little boy - he's a 
            clever little boy. "
11,John Cleese, 
12,Terry Jones," Oh, Mrs. Nigger-Baiter's exploded. "
13,John Cleese," Good thing, too. "
14,Terry Jones, She was my best friend. 
15,John Cleese," Oh, mother, don't be so Sentimental. Things explode 
            every day. "
16,Terry Jones," Yes, I suppose so. Anyway, I didn't really 
            like her that much. "
0,Eric Idle," Hello, I'm your new vicar. Can I interest you in 
            any encyclopedias? "
1,Terry Jones," Ah, no thank you. We're not Church people, 
            thank you. "
2,Eric Idle," How about brushes? Nylon or bristle? Strong-tufted, 
            attractive colors. "
3,Terry Jones," No - really, thank you, vicar. "
4,Eric Idle, Oh dear ... Turkey? Cup final tickets? 
5,Terry Jones," No, no really, we're just not religious thank 
            you. "
6,Eric Idle," Oh, well. Bye bye. "
7,Terry Jones," Bye bye, vicar. "
8,Eric Idle," Remember, if you do want anything... jewelry, Ascot 
            water heaters... "
9,Terry Jones," Thank you, vicar. "
10,Graham Chapman," This is where Mrs. Shazam was so wrong. Exploding 
            is a perfectly normal medical phenomenon. In many fields of medicine 
            nowadays, a dose of dynamite can do a world of good. For instance, 
            athlete's foot - an irritating condition - can be cured by applying 
            a small charge of TNT between each toe. "
11,Eric Idle," Hello, I'm your new vicar, can I interest you in 
            any of these watches, pens or biros? "
12,Graham Chapman," No ... I'm not religious, I'm afraid. "
13,Eric Idle," Oh, souvenirs, badges... a little noddy dog for the 
            back of the car? "
14,Graham Chapman," No thank you, vicar. Good morning. "
15,Eric Idle," Oh, morning. "
16,Graham Chapman," Now, many of the medical profession are skeptical 
            about my work. They point to my record of treatment of athlete's 
            foot sufferers - eighty-four dead, sixty-five severely wounded and 
            twelve missing believed cured. But then, people laughed at Bob Hope, 
            people laughed at my wife when she wrapped herself up in greaseproof 
            paper and hopped into the Social Security office, but that doesn't 
            mean that Pasteur was wrong! Look, I'll show you what I mean. "
0,Eric Idle," John Cobbley is the Musical and Artistic 
            Director of Covent Garden. He is himself a talented musician, he is 
            a world famous authority on nineteenth-century Russian music and 
            he's come into the studio tonight to talk about Tchaikovsky, which 
            is a bit of a pity as this is 'Farming Club'. On 'Farming Club' 
            tonight we'll be taking a look at the Ministry's "
1,Eric Idle," Tchaikovsky. Was he the tortured soul who 
            poured out his immortal longings into dignified passages of stately 
            music, or was he just an old poof who wrote tunes? "
2,John Cleese," Peter Ilyich Tchaikovsky was born in 
            1840 in a Ken Russell film just outside St Petersburg. His father 
            (Leo McKern), a free-lance bishop, was married to Vern Plachenka 
            (Julie Christie) but secretly deeply in love with Margo Farenka 
            (Shirley Abicair) and the strangely flatulent Madame Ranevsky 
            (Norris McWhirter). Soon, however, the family (Eldridge Cleaver, 
            Moira Lister and Stan the Bat) moved to the neighboring industrial 
            village of Omsk (Eddie Waring) where they soon found themselves, 
            sadly, quite unable to cope (Anthony Barber). In i863, however, 
            Tchaikovsky was sent to Moscow to study the piano and, when he'd 
            finished that, the living room. Maurice takes up the story. "
3,Michael Palin," Well, guess what, the very next thing he did was 
            to go to this extraordinary but extraordinary duckety-poos 
            semi-Mondrian house in Robin Russia. Here Tommy Tchaikovsky wrote 
            some of the most Sammy super symphonies you've ever Henry heard in 
            the whole of your Lily life. "
4,Michael Palin," She was such a good composer that everybody, but 
            everybody, wanted to know, and quite right too, because she wrote 
            some lovely bits, such as Sally Sleeping Beauty, Poesy Pathetique, 
            Adrian 1812 and lots of Conny concerti for Vera violin and Peter 
            Piano Fanny Forte. "
5,John Cleese," But what do we really know of this 
            tortured ponce? "
6,Graham Chapman," Well, if you can imagine the size of 
            Nelson's Column, which is roughly three times the size of a London 
            bus, then Tchaikovsky was much smaller. His head was about the same 
            size as that of an extremely large dog, that is to say, two very 
            small dogs, or four very large hamsters, or one medium-size rabbit 
            if you count the whole of the body and not just the head. Robin. "
7,Terry Jones," Thank you. Well here is a three-stage model 
            of Tchaikovsky... here you see the legs, used for walking around, 
            and which can be jettisoned at night ... "
8,Graham Chapman, Peter. 
9,Eric Idle, Simon. 
10,John Cleese, Maurice. 
11,Michael Palin," Me. Well, poor pet, she was like a lost lamb in 
            an abattoir. Eventually she Dickie died of Colin Cholera in St Patsy 
            Petersburg, in Gettie great Percy pain. "
12,Eric Idle," Here to play Tchaikovsky's first piano 
            concerto in B Flat Minor is the world-famous soloist Sviatoslav 
            Richter. 'During the performance he will escape from a sack, three 
            padlocks and a pair of handcuffs. "
0,Eric Idle," Good evening. This new series of 'Trim-Jeans Theatre 
            Presents' will enable you to enjoy the poetry of T. S. Eliot whilst 
            losing unsightly tummy bulge. Jean. "
1,Graham Chapman," Wow, yes and the inches stay off. Mark. "
2,Michael Palin," Terrific! Thrill to Thomas a Becket's Kierkegaardian 
            moment of choice while making your physique fighter, firmer, neater.
            "
3,Graham Chapman, I am here. No traitor to the King. 
4,Eric Idle," Absolve all those you have excommunicated.
            "
5,Terry Jones, Resign those powers you have arrogated. 
6,Michael Palin, Renew the obedience you have violated. 
7,John Cleese," Lose inches off your hips, thighs, buttocks 
            and abdomen. "
8,Eric Idle, A terrific product. 
9,Eric Idle," And this comes complete with the most revolutionary 
            guarantee in slenderizing history! "
10,Eric Idle, Terrific. 
11,Michael Palin, Terrific. 
12,Eric Idle," Yes, why not join us for a season of classic plays 
            and rapid slenderizing. Enjoy Sir John Gielgud and Sir Ralph 
            Richardson losing a total of fifteen inches in David Storey's 
            'Home'. "
13,Michael Palin," Enjoy the 'The Trim Gentlemen of Verona' and 'Long 
            Day's Journey into Night' while inches melt away. "
14,Graham Chapman," Enjoy Glenda Jackson with a Constant Snug Fit and 
            Solid Support in all four areas. "
15,Eric Idle," Other productions will include... 'Treasure Island' 
            ... "
0,Terry Jones," (over tannoy) This is your captain speaking. 
            There is no need for panic. Woman and children first. I repeat that, 
            women and children first. "
