,name,text
41,John Cleese, So it's an RI6. 
42,Terry Jones, What's an installation invoice? 
43,Michael Palin, A pink form from Reading. 
44,Terry Jones," Oh - we wondered what that was. Now these are 
            the forms. "
45,Michael Palin," That's the one, love. Yeah, this should be 
            all I need. Hang on. This is for Pinnet. Mrs. G. Pinnet. "
46,Terry Jones, That's right. I'm Mrs. G. Pinnet. 
47,Michael Palin," Well we've got Crump-Pinnet on the invoice.
            "
48,Terry Jones, Well shall I sign it Crump-Pinnet then? 
49,Michael Palin," No, no, no - not an MI - no. "
50,Graham Chapman," No - that's from Area Service at Reading.
            "
51,Eric Idle, 
52,Graham Chapman," No, not this side of the street. "
53,Terry Jones, Look I just want it connected up. 
54,John Cleese, What about London Office? 
55,Michael Palin, Well they haven't got the machinery. 
56,Graham Chapman, Not now. 
57,Terry Gilliam, 
58,Eric Idle," No - they're still on standard pressure.
            "
59,Terry Jones," But surely they can connect up a gas cooker?
            "
60,Michael Palin," Oh yeah, we could connect it up, love, but 
            not unless it's an emergency. "
61,Terry Jones, But this is an emergency. 
62,Michael Palin," No it's not. An emergency is 290... 'where 
            there is actual or apparent loss of combustible gaseous substances'.
            "
63,Graham Chapman," Yeah, it's like a leak. "
64,John Cleese, No - that's valve adjustment. 
65,Terry Jones," But there can't be a leak unless you've 
            connected it up. "
66,Michael Palin," No, quite. We'd have to turn it on. "
67,Terry Jones," Well can't you turn it on and connect it up?
            "
68,Michael Palin," No. But what we can do, and this is between 
            you and me, I shouldn't really be telling you this, we'll turn your 
            gas on, make a hole in your pipe, you ring Hounslow emergency, 
            they'll be around here in a couple of days. "
69,Terry Jones," What, a house full of gas! Ca be dead by then
            "
70,Michael Palin," Oh well, in that case you'd have the South 
            East Area Manager round here like a shot. "
71,Terry Jones, Really? 
72,Michael Palin," Ah yes. 'One or more persons overcome by 
            fumes', you'd have Head Office, Holbom, round here. "
73,Terry Jones, Really? 
74,Michael Palin, Yes. That's murder you see. 
75,Graham Chapman, Or suicide. 
76,Terry Gilliam, No. That's S42. 
77,Graham Chapman, Oh. 
78,Terry Gilliam," No - Central area and Southall Marketing 
            Division, they're both on the S42 now. "
79,Terry Jones, And they'd be able to connect it up? 
80,Michael Palin," Oh - they'd do the lot for you, love. "
81,Terry Jones, And they'd come round this afternoon? 
82,Michael Palin," ... Well what is it now... 11:30 · · · 
            murder... they'll be round here by two. "
83,Terry Jones, Oh well that's wonderful. 
84,Michael Palin," Oh well, right love, if you'd like to lie 
            down here. "
85,Terry Jones, All fight. 
86,Michael Palin, Okay Harry. 
87,Graham Chapman, Okay. Gas on. 
88,Michael Palin, 
89,Eric Idle, Shall I go through maintenance? 
90,Terry Gilliam," No, you'd better go through Deptford 
            maintenance. "
0,Eric Idle, Good morning. 
1,Terry Jones," Good morning, sir. Can I help you? "
2,Eric Idle," Help me? Yeah, I'll say you can help me. "
3,Terry Jones," Yes, sir? "
4,Eric Idle," I come about your advert - 'Small white pussy 
            cat for sale. Excellent condition'. "
5,Terry Jones, Ah. You wish to buy it? 
6,Eric Idle," That's right. Just for the hour. Only I ain't 
            gonna pay more'n a fiver cos it ain't worth it. "
7,Terry Jones," Well it's come from a very good home - it's 
            house trained. "
8,Eric Idle, 
9,Terry Jones," Yes, sir. "
10,Eric Idle, Does it go? 
11,Terry Jones," Er, it's over there in the corner. "
12,Eric Idle, Oh. 
13,Terry Jones," Ah yes, sir. That's in good condition. "
14,Eric Idle," Oh good, I like them in good condition, eh? Eh?
            "
15,Terry Jones," Yes, here it is you see. "
16,Eric Idle, 
17,Terry Jones, Babysitter. 
18,Eric Idle," Babysitter - I don't want a babysitter. Be a 
            blood donor - that's it. I'd like to give some blood please, argh!
            "
0,John Cleese, 'Times' please. 
1,Terry Jones," Oh yes sir, here you are. "
2,John Cleese, Thank you. 
3,Terry Jones, Cheers. 
4,John Cleese," Good morning. I'm sorry to have kept you 
            waiting, but I'm afraid my walk has become rather sillier recently, 
            and so it takes me rather longer to get to work. "
5,John Cleese, I see. May I see your silly walk? 
6,John Cleese," That's it, is it? "
7,John Cleese," It's not particularly silly, is it? I mean, the 
            right leg isn't silly at all and the left leg merely does a forward 
            aerial half turn every alternate step. "
8,John Cleese, 
9,John Cleese, 
10,John Cleese," ... Out of her mind. Now the Japanese have a man 
            who can bend his leg back over his head and back again with every 
            single step. While the Israelis... here's the coffee. "
11,John Cleese, Thank you - lovely. 
12,John Cleese," Well take a look at this, then. "
13,John Cleese," Now Mr. Pudey. I'm not going to mince words with 
            you. I'm going to offer you a Research Fellowship on the 
            Anglo-French "
0,Eric Idle," And now a choice of viewing on BBC Television. 
            Just started on BBC2, the semi final of Episode 3 of 'Kierkegaard's 
            Journals', staring Richard Chamberlain, Peggy Mount and Billy 
            Bremer, and on BBC1, 'Ethel the Frog'"
1,John Cleese," Good evening. On 'Ethel the Frog' tonight we 
            look at violence The violence of British Gangland. Last Tuesday a 
            reign of terror was ended when the notorious Piranha brothers, Doug 
            and Dinsdale, after one of the most extraordinary trials in British 
            legal history, were sentenced to 400 years imprisonment for crimes 
            of violence. We examined the rise to power of the Piranhas, the 
            methods they used to subjugate rival gangs and their subsequent 
            tracking down and capture by the brilliant Superintendent Harry 
            'Snapper' Organs of Q Division. Doug and Dinsdale Piranha were born, 
            on probation, in a small house in Kipling Road, Southwark, the 
            eldest sons in a family of sixteen. Their father Arthur Piranha, a 
            scrap metal dealer and TV quizmaster, was well known to the police, 
            and a devout Catholic. In 1928 he had married Kitty Malone, an 
            up-and-coming East End boxer. Doug was born in February 1929 and 
            Dinsdale two weeks later; and again a week after that. Someone who 
            remembers them well was their next door neighbor, Mrs. April Simmel."
2,Michael Palin," Oh yes Kipling Road was a typical East End 
            Street, people were in and out of each other's houses with each 
            other's property all day. They were a cheery lot. "
3,Eric Idle, Was it a terribly violent area
4,Michael Palin," Oh no......yes. Cheerful and violent. I 
            remember Doug was keen on boxing, but when he learned to walk he 
            took up putting the boot in the groin. He was very interested in 
            that. His mother had a terrible job getting him to come in for tea. 
            Putting his little boot in he'd be, bless him. All the kids were 
            like that then, they didn't have their heads stuffed with all this 
            Cartesian dualism."
5,John Cleese," At the age of fifteen Doug and Dinsdale started 
            attending the Ernest Pythagoras Primary School in Clerkenwell. When 
            the Piranhas left school they were called up but were found by an 
            Army Board to be too unstable even for National Service. Denied the 
            opportunity to use their talents in the service of their country, 
            they began to operate what they called 'The Operation'... They would 
            select a victim and then threaten to beat him up if he paid the 
            so-called protection money. Four months later they started another 
            operation which the called 'The Other Operation'. In this racket 
            they selected another victim and threatened not to beat him up if he 
            didn't pay them. One month later they hit upon 'The Other Other 
            Operation'. In this the victim was threatened that if he didn't pay 
            them, they would beat him up. This for the Piranha brothers was the 
            turning point."
6,Terry Jones," Doug and Dinsdale Piranha now formed a gang, which 
            the called 'The Gang' and used terror to take over night clubs, 
            billiard halls, gaming casinos and race tracks. When they tried to 
            take over the MCC they were for the only time in their lives, slit 
            up a treat. As their empire spread however, Q Division were keeping 
            tabs on their every move by reading the color supplements."
7,John Cleese," One small-time operator who fell foul of 
            Dinsdale Piranha was Vince Snetterton-Lewis."
8,Graham Chapman," ""Well one day I was at home threatening the kids 
            when I looks out through the hole in the wall and sees this tank 
            pull up and out gets one of Dinsdale's boys, so he comes in nice and 
            friendly and says Dinsdale wants to have a word with me, so he 
            chains me to the back of the tank and takes me for a scrape round to 
            Dinsdale's place and Dinsdale's there in the conversation pit with 
            Doug and Charles Paisley, the baby crusher, and two film producers 
            and a man they called 'Kierkegaard', who just sat there biting the 
            heads of whippets and Dinsdale says 'I hear you've been a naughty 
            boy Clement' and he splits me nostrils open and saws me leg off and 
            pulls me liver out and I tell him my name's not Clement and then... 
            he loses his temper and nails me head to the floor."""
9,Eric Idle, He nailed your head to the floor?
10,Graham Chapman, At first yeah
11,John Cleese," Another man who had his head nailed to the 
            floor was Stig O' Tracy."
12,Eric Idle," I've been told Dinsdale Piranha nailed your 
            head to the floor."
13,Eric Idle," No. Never. He was a smashing bloke. He used to buy 
            his mother flowers and that. He was like a brother to me."
14,Eric Idle," But the police have film of Dinsdale actually 
            nailing your head to the floor."
15,Eric Idle, 
16,Eric Idle, Why?
17,Eric Idle," Well he had to, didn't he? I mean there was nothing 
            else he could do, be fair. I had transgressed the unwritten law."
18,Eric Idle, What had you done?
19,Eric Idle," Er... well he didn't tell me that, but he gave me 
            his word that it was the case, and that's good enough for me with 
            old Dinsy. I mean, he didn't *want* to nail my head to the floor. I 
            had to insist. He wanted to let me off. He'd do anything for you, 
            Dinsdale would."
20,Eric Idle, And you don't bear him a grudge?
21,Eric Idle, A grudge! Old Dinsy. He was a real darling.
22,Eric Idle," I understand he also nailed your wife's head 
            to a coffee table. Isn't that true Mrs. O' Tracy?"
23,Eric Idle," Well he did do that, yeah. He was a hard man. 
            Vicious but fair"
24,Eric Idle," Vince, after he nailed your head to the 
            floor, did you ever see him again"
25,Graham Chapman," Yeah.....after that I used to go round his flat 
            every Sunday lunchtime to apologize and we'd shake hands and then 
            he'd nail my head to the floor"
26,Eric Idle, Every Sunday?
27,Graham Chapman," Yeah but he was very reasonable. Once, one Sunday I 
            told him my parents were coming round to tea and would he mind very 
            much not nailing my head that week and he agreed and just screwed my 
            pelvis to a cake stand."
28,John Cleese," Clearly Dinsdale inspired tremendous fear among 
            his business associates. But what was he really like?"
29,John Cleese,"I walked out with Dinsdale on many occasions and 
            found him a charming and erudite companion. He was wont to introduce 
            one to eminent celebrities, celebrated American singers, members of 
            the aristocracy and other gang leaders,"
30,Eric Idle, How had he met them?
31,John Cleese," Through his work for charities. He took a warm 
            interest in Boys' Clubs, Sailors' Homes, Choristers' Associations 
            and the Grenadier Guards."
32,Eric Idle, Was there anything unusual about him?
33,John Cleese," Not him. I should say not. Except, that Dinsdale 
            was convinced that he was being watched by a giant hedgehog whom he 
            referred to as 'Spiny Norman'. "
34,Eric Idle, How big was Norman supposed to be?
35,John Cleese," Normally Spiny Norman was wont to be about twelve 
            feet from snout to tail, but when Dinsdale was depressed Norman 
            could be anything up to eight hundred yards long. When Norman was 
            about Dinsdale would go very quiet and start wobbling and his nose 
            would swell up and his teeth would move about and he'd get very 
            violent and claim that he'd laid Stanley Baldwin."""
36,Eric Idle," ""Did it worry you that he, for example, 
            stitched people's legs together?"""
37,John Cleese," ""Well it's better than bottling it up isn't it. He 
            was a gentleman, Dinsdale, and what's more he knew how to treat a 
            female impersonator."""
38,John Cleese," But what do the criminologists think? We asked 
            The Amazing Kargol and Janet:"
39,Graham Chapman," It is easy for us to judge Dinsdale Piranha 
            too harshly. After all he only did what many of us simply dream of 
            doing... I'm sorry. After all we should remember that a murderer is 
            only an extroverted suicide. Dinsdale was a looney, but he was a 
            happy looney. Lucky bugger."""
40,John Cleese," Most of the strange tales concern Dinsdale, but 
            what about Doug? One man who met him was Luigi Vercotti."
41,Michael Palin," I had been running a successful escort agency -- 
            high class, no really, high class girls -- we didn't have any of 
            *that* -- that was right out. And I decided "
42,Eric Idle, How much did they want?
43,Michael Palin," They wanted three quarters of a million pounds.
            "
44,Eric Idle, Why didn't you call the police?
45,Michael Palin," Well I had noticed that the lad with the 
            thermonuclear device was the chief constable for the area. So a week 
            later they called again and told me the check had bounced and 
            said... I had to see... Doug."
46,Eric Idle, Doug?
47,Michael Palin, Doug 
48,Eric Idle, What did he do?
49,Michael Palin," He used... sarcasm. He knew all the tricks, 
            dramatic irony, metaphor, bathos, puns, parody, litotes and... 
            satire. He was vicious."
50,John Cleese," By a combination of violence and sarcasm, the 
            Piranha brothers by February 1966 controlled London and the 
            Southeast of England. It was in February, though, that Dinsdale made 
            a big mistake."
51,John Cleese," Lately Dinsdale had become increasingly worried 
            about Spiny Norman. He had come to the conclusion that Norman slept 
            in an aeroplane hangar at Luton Airport. "
52,John Cleese," And so on Feb 22nd 1966, Dinsdale blew up 
            Luton. "
53,Terry Jones," The Piranhas realized they had gone too far and 
            that the hunt was on. They went into hiding. I decided on a subtle 
            approach, viz. some form of disguise, as the old helmet and boots 
            are a bit of a giveaway. Luckily my years with Bristol Rep. stood me 
            in good stead, as I assumed a bewildering variety of disguises. I 
            tracked them to Cardiff, posing as the Reverend Smiler Egret. 
            Hearing they'd gone back to London, I assumed the identity of a pork 
            butcher, Brian Stoats. On my arrival in London, I discovered they 
            had returned to Cardiff, I followed as Gloucester from _King Lear_. 
            Acting on a hunch I spent several months in Buenos Aires as Blind 
            Pew, returning through the Panama Canal as Ratty, in _Toad of Toad 
            Hall_. Back in Cardiff, I relived my triumph as Sancho Panza in _Man 
            of la Mancha_ which the ""Bristol Evening Post"" described as 'a 
            glittering performance of rare perception', although the ""Bath 
            Chronicle"" was less than enthusiastic. In fact it gave me a right 
            panning. I quote"
54,Eric Idle," As for the performance of Superintendent Harry 
            ""Snapper"" Organs as Sancho Panza, the audience were bemused by his 
            high-pitched Welsh accent and intimidated by his abusive ad-libs.
            "
55,Terry Jones, 
56,John Cleese," 'Sancho Panza (Mr. Organs) spoilt an otherwise 
            impeccably choreographed rape scene by his unscheduled appearance 
            and persistent cries of ""What's all this then?""'"
57,Graham Chapman, Never mind Snapper love you can't win 'em all
58,Terry Jones, True constable. Could I have my eye-liner please?
59,Graham Chapman, Telegram for you love
60,Terry Jones, Good-oh Bet it's from Binkie
61,Graham Chapman," Those flowers are for Sergeant Lauderdale - 
            from the gentleman waiting outside"
62,Terry Jones, Oh good
63,Graham Chapman, Thirty second superintendent
64,Terry Jones," Oh blimey, I'm on. Is me hat on straight constable"
65,Graham Chapman, Oh it's fine
66,Terry Jones, Right here we gone then Hawkins
67,Graham Chapman," Oh, merde superintendent"
68,Terry Jones, Good luck then
0,John Cleese," And now for something completely 
            different."
0,Graham Chapman, Trouble at mill. 
1,Carol Cleveland, Oh no - what kind of trouble? 
2,Graham Chapman, One on't cross beams gone owt askew on treddle. 
3,Carol Cleveland, Pardon? 
4,Graham Chapman, One on't cross beams gone owt askew on treddle. 
5,Carol Cleveland, I don't understand what you're saying. 
6,Graham Chapman, 
7,Carol Cleveland, Well what on earth does that mean? 
8,Graham Chapman," *I* don't know - Mr. Wentworth just told me to come 
            in here and say that there was trouble at the mill, that's all - I 
            didn't expect a kind of Spanish Inquisition. "
9,Michael Palin," NOBODY expects the Spanish Inquisition! Our chief 
            weapon is surprise...surprise and fear...fear and surprise.... Our 
            two weapons are fear and surprise...and ruthless efficiency.... Our 
            *three* weapons are fear, surprise, and ruthless efficiency...and an 
            almost fanatical devotion to the Pope.... Our *four*...no... 
            *Amongst* our weapons.... Amongst our weaponry...are such elements 
            as fear, surprise.... I'll come in again. "
10,Graham Chapman, I didn't expect a kind of Spanish Inquisition. 
11,Michael Palin," NOBODY expects the Spanish Inquisition! Amongst 
            our weaponry are such diverse elements as: fear, surprise, ruthless 
            efficiency, an almost fanatical devotion to the Pope, and nice red 
            uniforms - Oh damn! (To Cardinal Biggles)"
12,Terry Jones, What? 
13,Michael Palin," You'll have to say the bit about 'Our chief 
            weapons are ...' "
14,Terry Jones, 
15,Graham Chapman, I didn't expect a kind of Spanish Inquisition. 
16,Terry Jones, Er.... Nobody...um.... 
17,Michael Palin, Expects... 
18,Terry Jones," Expects... Nobody expects the...um...the 
            Spanish...um... "
19,Michael Palin, Inquisition. 
20,Terry Jones," I know, I know! Nobody expects the Spanish 
            Inquisition. In fact, those who do expect - "
21,Michael Palin, Our chief weapons are... 
22,Terry Jones, Our chief weapons are...um...er... 
23,Michael Palin, Surprise... 
24,Terry Jones, Surprise and -- 
25,Michael Palin," Okay, stop. Stop. Stop there - stop there. Stop. 
            Phew! Ah! ...our chief weapons are surprise...blah blah blah. 
            Cardinal, read the charges. "
26,Terry Gilliam," You are hereby charged that you did on diverse dates 
            commit heresy against the Holy Church. 'My old man said follow 
            the...' "
27,Terry Jones, That's enough. 
28,Carol Cleveland, We're innocent. 
29,Michael Palin, Ha! Ha! Ha! Ha! Ha! 
30,Terry Jones, We'll soon change your mind about that! 
31,Michael Palin," Fear, surprise, and a most ruthless-- "
32,Michael Palin, You....Right! Tie her down. 
33,Michael Palin, Right! How do you plead? 
34,Carol Cleveland, Innocent. 
35,Michael Palin," Ha! Right! Cardinal, give the rack (oh dear)"
36,Terry Jones, I.... 
37,Michael Palin, 
38,Terry Jones, I... 
39,Michael Palin, It makes it all seem so stupid. 
40,Terry Jones, Shall I...? 
41,Michael Palin," No, just pretend for God's sake. Ha! Ha! Ha! "
42,Michael Palin," Now, old woman -- you are accused of heresy on 
            three counts -- heresy by thought, heresy by word, heresy by deed, 
            and heresy by action -- *four* counts. Do you confess? "
43,Marjorie Wilde, I don't understand what I'm accused of. 
44,Michael Palin," Ha! Then we'll make you understand! Biggles! 
            Fetch...THE CUSHIONS! "
45,Terry Jones," Here they are, lord. "
46,Michael Palin," Now, old lady -- you have one last chance. 
            Confess the heinous sin of heresy, reject the works of the ungodly 
            -- *two* last chances. And you shall be free -- *three* last 
            chances. You have three last chances, the nature of which I have 
            divulged in my previous utterance. "
47,Marjorie Wilde, I don't know what you're talking about. 
48,Michael Palin," Right! If that's the way you want it -- Cardinal! 
            Poke her with the soft cushions! "
49,Michael Palin, Confess! Confess! Confess! 
50,Terry Jones," It doesn't seem to be hurting her, lord. "
51,Michael Palin, Have you got all the stuffing up one end? 
52,Terry Jones," Yes, lord. "
53,Michael Palin, 
54,Terry Gilliam, 
55,Michael Palin," So you think you are strong because you can 
            survive the soft cushions. Well, we shall see. Biggles! Put her in 
            the Comfy Chair! "
56,Michael Palin, 
57,Terry Jones," Yes, lord. "
58,Michael Palin," I see. I suppose we make it worse by shouting a 
            lot, do we? Confess, woman. Confess! Confess! Confess! Confess! "
59,Terry Jones, I confess! 
60,Michael Palin, Not you! 
0,John Cleese," Ah, hello, you don't know me, but I'm from the 
            BBC. We were wondering if you'd come and answer the door in a sketch 
            over there, in that sort of direction... You wouldn't have to do 
            anything - just open the door and that's it. "
1,Graham Chapman," Oh, well all right, yes. "
2,John Cleese," Jolly good. Come this way. Cut to film of them 
            coming out of the front door of the house and walking to BBC van. 
            Conversation is heard throughout "
3,John Cleese," Yes, we're on film at the moment you see. "
4,Graham Chapman," It's a link, is it? "
5,John Cleese," Yes that's right, that son of thing, yes, a link. 
            It's all a bit zany - you know a bit madcap funster... frankly I 
            don't fully understand it myself, the kids seem to like it. I much 
            prefer Des O'Connor ... Rolf Harris ... Tom Jones, you know... "
6,Graham Chapman," You do a lot of this sort of thing, do you? "
7,John Cleese," Quite a lot yes, quite a lot. I'm mainly in 
            comedy. I'd like to be in Programming Planning actually, but 
            unfortunately I've got a degree. "
8,Eric Idle," Joke, sir? Guaranteed amusing. As used by the 
            crowned heads of Europe. Has brought tears to the eyes of Royalty. 
            'Denmark has never laughed so much' - 'The Stage'. Nice little 
            novelty number - 'a naughty Humphrey' - breaks the ice at parties. 
            Put it on the table. Press the button. It vomits. Absolutely 
            guaranteed. With refills. 'Black soap' - leave it in the bathroom, 
            they wash their hands, real fungus grows on the fingers. Can't get 
            it off for hours. Guaranteed to break the ice at parties. Frighten 
            the elderly - real snakes. Comedy hernia kit. Plastic flesh wounds - 
            just keep your friends in stitches. Guaranteed to break the ice at 
            parties. Hours of fun with 'honeymoon delight' - empty it into their 
            beds - real skunk juice. They won't forget their wedding night. 
            Sticks to the skin, absolutely waterproof, guaranteed to break the 
            ice at parties. Amuse your friends - CS gas canisters - smells, 
            tastes and acts just like the real thing - can blind, maim or kill. 
            Or for drinks, why not buy a 'wicked willy' with a life-size winkle 
            - serves warm beer. Makes real cocktails. Hours of amusement. Or get 
            the new Pooh-Pooh machine. Embarrass your guests - completely 
            authentic sound. Or why not try a new 'naughty nightie' - put it on 
            and it melts - just watch their faces. Guaranteed to break the ice 
            at naughty parties. Go on, go on. "
9,Graham Chapman, What? 
10,Eric Idle, Do the punchline. 
11,Graham Chapman, What punchline? 
12,Eric Idle, The punchline for this bit. 
13,Graham Chapman," I don't know it. They didn't say anything about a 
            punchline. "
14,Eric Idle," Oh! Oh well in that case I'll be saying goodbye 
            then, sir... Goodbye then, sir. "
15,Graham Chapman, What's the punchline? 
16,John Cleese," Punchline? I don't think there's a punchline 
            scheduled, is there? Where are we? A week 39.4 · ·. no, it's Friday, 
            isn't it- 39.7. Oh ... here we are. Oh! "
17,Graham Chapman, Can you give me a lift back? 
18,John Cleese," Ah - can do. But won't. We were wondering if we 
            could possibly borrow your head for a piece of animation. "
19,Graham Chapman, What? 
20,John Cleese," Oh jolly good. Thanks very much. You will get 
            expenses. "
0,John Cleese," Gentlemen, our MP saw the PM this AM and the 
            PM wants more LSD from the PIB by tomorrow AM or PM at the latest. I 
            told the PM's PPS that AM was NBG so tomorrow PM it is for the PM it 
            is nem. con. Give us a fag or I'll go spare. Now- the fiscal deficit 
            with regard to the monetary balance, the current financial year 
            excluding invisible exports, but adjusted of course for seasonal 
            variations and the incremental statistics of the fiscal and revenue 
            arrangements for the forthcoming annual budgetary period terminating 
            in April. "
1,Graham Chapman, I think he's talking about taxation. 
2,John Cleese," Bravo, Madge. Well done. Taxation is indeed 
            the very hub of my gist. Gentlemen, we have to find something new to 
            tax. "
3,Eric Idle, I understood that. 
4,Terry Jones," If I might put my head on the chopping 
            block so you can kick it around a bit, sir... "
5,John Cleese, Yes? 
6,Terry Jones," Well most things we do for pleasure 
            nowadays are taxed, except one. "
7,John Cleese, What do you mean? 
8,Terry Jones," Well, er, smoking's been taxed, drinking's 
            been taxed but not ... thingy. "
9,John Cleese," Good Lord, you're not suggesting we should 
            tax... thingy? "
10,Graham Chapman, Poo poo's? 
11,Terry Jones, No. 
12,Graham Chapman," Thank God for that. Excuse me for a 
            moment. "
13,Terry Jones," No, no, no - thingy. "
14,Eric Idle, Number ones? 
15,Terry Jones," No, thingy. "
16,John Cleese, Thingy! 
17,Eric Idle," Ah, thingy. Well it'll certainly make 
            chartered accountancy a much more interesting job. "
18,John Cleese, 
19,Terry Jones," To boost the British economy I'd tax 
            all foreigners living abroad. "
20,Eric Idle," I would tax the nude in my bed. No - not tax. 
            What is the word.~ Oh - welcome. "
21,John Cleese," Bring back hanging and go into rope.
            "
22,Michael Palin," I would cut off the more disreputable 
            parts of the body and use the space for playing fields, "
23,Michael Palin, I would tax holiday snaps. 
0,Marjorie Wilde, This is Uncle Ted in front of the house. 
1,Carol Cleveland," Oh! I didn't expect the Spanish Inquisition.
            "
2,Michael Palin, Nobody expects the Spanish Inquisition! 
3,John Cleese, 
4,Michael Palin," Now, old woman! You are accused of heresy on 
            three counts. Heresy by thought, heresy by word, heresy by deed, and 
            heresy by action. Four counts. Do you confess? "
5,Marjorie Wilde, I don't understand what I'm accused of.
6,Michael Palin," Ha! Then we'll make you understand! Biggles! 
            Fetch...THE CUSHIONS!"
7,Terry Jones," Here they are, lord."
8,Michael Palin," Now, old lady -- you have one last chance. 
            Confess the heinous sin of heresy, reject the works of the ungodly 
            -- *two* last chances. And you shall be free -- *three* last 
            chances. You have three last chances, the nature of which I have 
            divulged in my previous utterance."
9,Marjorie Wilde, I don't know what you're talking about.
10,Michael Palin," Right! If that's the way you want it -- Cardinal! 
            Poke her with the soft cushions!"
11,Michael Palin, Confess! Confess! Confess!
12,Terry Jones," It doesn't seem to be hurting her, lord."
13,Michael Palin, Have you got all the stuffing up one end?
14,Terry Jones," Yes, lord."
15,Michael Palin, 
16,Terry Gilliam, 
17,Michael Palin," So you think you are strong because you can 
            survive the soft cushions. Well, we shall see. Biggles! Put her in 
            the Comfy Chair!"
18,Michael Palin, 
19,Terry Jones," Yes, lord."
20,Michael Palin," I see. I suppose we make it worse by shouting a 
            lot, do we? Confess, woman. Confess! Confess! Confess! Confess!"
21,Terry Jones, I confess!
22,Michael Palin, Not you!
0,Michael Palin," And now for the very first time on the silver 
            screen comes the film from two books which once shocked a 
            generation. From Emily Brontë's 'Wuthering Heights' and from the 
            'International Guide to Semaphore Code'. Twentieth Century Vole 
            presents 'The Semaphore Version of Wuthering Heights'."
1,Michael Palin," From the pulsating pages of history, from the 
            dark and furious days of Imperial Rome we bring you a story that 
            shattered the world! A tale so gripping that they said it could not 
            he filmed. A unique event in cinema history! Julius Caesar on an 
            Aidis lamp! "
2,Michael Palin," From the makers of 'Gunfight at the OK Corral 
            in Morse Code'. "
3,Michael Palin," And the smoke-signal version of 'Gentlemen 
            Prefer Blondes' "
0,Graham Chapman," Ladies and gentlemen of the jury, have you reached 
            a verdict? "
