,name,text
32,Michael Palin," Ah! Well, actually, we'd rather you didn't... we've 
            been having a wee bit of trouble with him... you know what I mean?
            "
33,Graham Chapman," Monsieur Necker? The man who introduced so 
            many valuable reforms and who proved so popular despite his 
            opposition to Mirabeau's policy of issuing 'assignats'? "
34,Michael Palin," Er... aye, yeah... the trouble is he's been 
            drinking a bit recently ... you' know, fourteen lagers with his 
            breakfast... that sort of thing. "
35,Graham Chapman," Well... very well, Louis... "
36,Terry Jones, Just a moment! 
37,Michael Palin," Oh, Christ! "
38,Graham Chapman, What are you doing? 
39,Terry Jones," I am Joseph Montgolfier, the inventor of the fire 
            balloon. The man before you is an impostor! "
40,Graham Chapman, Ooh! I am not ... honestly! 
41,Terry Jones," No, not you, Your Majesty "
42,Michael Palin, I got it right! 
43,Terry Jones, I bet you took a few guesses. 
44,Michael Palin," Listen, you spotty sassenach pillock.. "
45,Terry Gilliam, 
46,Graham Chapman," Oh dear, I'm not supposed to go mad till 1800!
            "
47,Carol Cleveland," Joseph has been gone for six months now ... we 
            have heard nothing! "
48,Eric Idle, He can look after himself. 
49,Carol Cleveland," But he had only on a towel, you know. "
50,Eric Idle," Antoinette... from now on there is only one 
            Montgolfier brother. "
51,Carol Cleveland," But Louis XIV has the plans... you must wait 
            until Joseph returns. "
52,Eric Idle, 
53,Carol Cleveland, What do you mean? 
54,Eric Idle," We're supposed to be French, aren't we? "
55,Carol Cleveland," No, I mean what are the plans which Joseph 
            after is chasing? "
56,Eric Idle," Please, let me put it in a little way. "
57,Carol Cleveland," Oh, Jacques, ze plans! "
58,Eric Idle, I take it out if you don't like it. 
59,Eric Idle," Yes, O'Toole, it's always been there. "
60,Eric Idle," Thank you, O'Toole... "
61,Eric Idle, 
62,Eric Idle," Thank you, O'Toole. "
63,Eric Idle, Right! 
0,Eric Idle, Ik tvika nasai...
1,Eric Idle," . .. Stivianka sobjiord ki niyanska ik takka 
            Norge weginda zokiy yniet..."
2,Eric Idle, ... Ik vietta nogiunda sti jibiora...
3,Eric Idle," In Norge we hatta svinska offikiose buinni a 
            gogik in Europa."
4,Eric Idle," Sti glikka in Norge tijik dinstianna gildoosi 
            stiiioska kary."
5,Eric Idle," E in Norge we haua siddinkarvo dikinik chaila 
            osto tykka hennakska."
6,Eric Idle, Gikkiaski ungurden kola bijiusti stonosse.
7,Eric Idle," Hijiasgo biundenen ki yikilpa stivvora niski 
            ofidae."
8,Eric Idle," E stavaskija, E stonioska."
9,Eric Idle," Stingtic oloshoyert okka in Trondheim khi 
            oyplitz..."
10,Graham Chapman," Highlights of that broadcast will be discussed 
            later by Lord George-Brown, ex-Foreign Secretary, Mr. Sven Olafson, 
            the ex-Norwegian Minster of Finance, Sir Charles Ollendorff, 
            ex-Chairman of the Norwegian Trades Council, Mr. Hamish McLavell, 
            the Mayor of Wick, the nearest large town to Norway, Mrs. Betty 
            Norday, whose name sounds remarkably like Norway, Mr. Brian Waynor, 
            whose name is an anagram of Norway, Mr. and Mrs. Ford, whose name 
            sounds like Fjord, of which there are a lot in Norway, Ron and 
            Christine Boslo "
0,Michael Palin, 
1,Graham Chapman," It's not a balloon! D'you hear?... It's not a 
            balloon ... It's an airship ... an airship ... d'you hear? "
2,Michael Palin," Well, it's very nice anyway. "
3,Terry Jones, 
4,Graham Chapman," It's not a balloon! You stupid little 
            thick-headed Saxon git! It's not a balloon! Balloons is for kiddy-winkies. 
            If you want to play with balloons, get outside. "
5,Terry Jones, Aaaaaaaaaghhh! 
6,Michael Palin, 
7,Eric Idle," I hear you are to name the balloon after 
            Bismarck? "
8,Graham Chapman, 
9,Eric Idle, Surely he gave you some money for it? 
10,Graham Chapman, Get outside! 
11,Michael Palin," Za... bag... lione... a sort of cream mouse... 
            mousse of Italian origin... "
12,Michael Palin," Ferdinand... that was a Minister of State you 
            just threw out of the balloon. "
13,Graham Chapman, It's not a balloon! It's an airship! 
14,Michael Palin," All right, I'm sorry. "
15,Graham Chapman, All right - go and have a look! 
16,Michael Palin, Zu... cchin... ni ... Italian... ma... flows... 
17,Terry Jones, 
18,Michael Palin, What? Prince Von Bulow? Here? 
19,Terry Jones, Ja! 
20,Michael Palin, Coming here? 
21,Terry Jones, No - he is here. 
22,Michael Palin, 
23,Terry Jones," He won't notice, Helmut. He's dead. "
24,Michael Palin, Dead? Here? 
25,Terry Jones, Ja. In our sitting room. 
26,Michael Palin," This is our sitting room, dear. "
27,Terry Jones," well, you know what I mean. "
28,Michael Palin, 
29,Terry Jones, Yes ... but it's a kind of sitting room. 
30,Michael Palin, 
31,Terry Jones, Look! 
32,Michael Palin, Which one is Von Bulow? 
33,Terry Jones, Here ... look! 
34,Michael Palin," Oh, ja ... and Admiral Tirpitz! "
35,Terry Jones, Ja. 
36,Michael Palin," And Von Muller... and Herr Reichner... and Hollweg 
            and Von Graunberg... "
37,Terry Jones," That isn't Graunberg - that's Graunberg... 
            das ist Moltke... "
38,Michael Palin, He's a lot older than I thought. 
39,Terry Jones," He's a clever man, ja. "
40,Michael Palin, ... and Zimmermann ... and Kimpte... 
41,Terry Jones," What shall we do, Helmut? "
42,Michael Palin, We must ring the Government. 
43,Terry Jones," This is the Government, Helmut. "
44,Michael Palin, Oh dear. 
45,Terry Jones," It is a great honor to have so many members 
            of the Government dead in our sitting room. "
46,Michael Palin, Drawing room. 
47,Terry Jones," Ja, well... "
48,Michael Palin," There are no members of the Government dead in our 
            sitting room. "
49,Terry Jones," Ja, you know what I mean. "
50,Michael Palin," Perhaps I should make a little speech or 
            something? "
51,Terry Jones," Not a speech, Helmut no... "
52,Michael Palin, Shall we make them a cup of tea? 
53,Terry Jones, It would be a waste of tea. 
54,Michael Palin," But we must do something - so many important 
            people in our drawing room - we must do something. "
55,Terry Jones, We could sort them out. 
56,Michael Palin, And make a little list. 
57,Terry Jones," Ja, ja. We could put the ministers for 
            internal affairs over against the wall, and those for foreign here 
            by the clock. "
58,Michael Palin, And we can sort them out alphabetically? 
59,Terry Jones," Nein, nein - just put the cleanest by the 
            door. "
60,Michael Palin, Ja. 
61,Terry Jones," No, no! That's Von Bulow! He must go over 
            here. "
62,Michael Palin, That is my reading chair. 
63,Terry Jones," He is the Reich Chancellor of Germany, 
            Helmut. "
64,Michael Palin," All right ... but I think he would have been 
            better up against the clock, you know. "
65,Terry Jones," No, he would not look nice under the clock.
            "
66,Michael Palin," I did not say under the clock. I said against the 
            clock. "
67,Terry Jones, Well then we could not see the clock! 
68,Michael Palin," We could put the Minister for Colonies under the 
            clock. He's small. "
69,Terry Jones," No. Colonies are internal affairs. He must go 
            against the wall. "
70,Michael Palin, Soon we shall be able to make a list. 
71,Terry Jones," Ja, is, wait a minute! ... Who's that by the 
            cat litter? "
72,Michael Palin, I don't know. I've never seen him before. 
73,Terry Jones," He is not a member of the Government. Get him 
            out of here. Put him in the drawing room. "
74,Michael Palin," He's in the drawing room, my dear. "
75,Terry Jones," Ja, well you know what I mean. "
76,Michael Palin, Put him in the sitting room. 
77,Terry Jones," Ja, in, the sitting room, it's all the same.
            "
78,Michael Palin," You can put him in the sitting room if he's in the 
            drawing room. "
0,Carol Cleveland," Yes this looks the sort of thing. May I just try it?
            "
1,Terry Gilliam," Certainly, madam. "
2,Carol Cleveland, Oh! Sorry! So sorry! 
3,Terry Gilliam," Is that on account, madam? "
4,Carol Cleveland, Yes. 
0,Eric Idle, Hello? Hello? 
1,Graham Chapman," Oh, I'm terribly sorry... "
2,Eric Idle," Oh I see, yes. "
3,Graham Chapman," I'm sorry sir, can I help you? "
4,Eric Idle," Yes, yes, as a matter of fact you can, actually I 
            was interested in . the possibility... of purchasing one of your ... 
            can I ask who you thought I was? "
5,Graham Chapman, What? 
6,Eric Idle," Who did you think I was... just then... when you 
            thought I was somebody. "
7,Graham Chapman," Oh, it's no one you'd know, sir. "
8,Eric Idle, Well I might know them. 
9,Graham Chapman," It's possible, obviously, but I think 
            it's really unlikely. "
10,Eric Idle," Well, I know quite a lot... "
11,Graham Chapman," I mean he's hardly likely to move in your 
            circles, sir... "
12,Eric Idle," Why, is he very rich? "
13,Graham Chapman," Oh, no, I didn't mean that, sir. "
14,Eric Idle, Is he a lord or something? 
15,Graham Chapman," Oh, no, not at all. "
16,Eric Idle," Well look, this is very easy to settle. What is his 
            name?. "
17,Graham Chapman, What? 
18,Eric Idle, What is his name? 
19,Graham Chapman, Well... er... 
20,Eric Idle, Yes? 
21,Graham Chapman, Michael Ellis. 
22,Eric Idle, Who? 
23,Graham Chapman, Michael Ellis. 
24,Eric Idle, I see. 
25,Graham Chapman," Do you know him, sir? "
26,Eric Idle, Er ... Michael Ellis. Michael Ellis... 
27,Graham Chapman, You don't 
28,Eric Idle," Well, I don't remember the name. "
29,Graham Chapman," I think you would remember him, sir. "
30,Eric Idle, Why do you say that? 
31,Graham Chapman," Well, would you remember a man six foot 
            nine inches high, fortyish, and he's got a long scar from here to 
            here and absolutely no nose? "
32,Eric Idle," ... oh, I think I do remember somebody like that...
            "
33,Graham Chapman," Well, that's not Michael Ellis. "
34,Eric Idle, What? 
35,Graham Chapman," He's a small man about this high with a 
            high-pitched voice. "
36,Eric Idle," Right, I'm not going to buy an ant from you now.
            "
37,Graham Chapman, 
38,Eric Idle," No. You've not been properly trained. I demand 
            another assistant. "
39,Graham Chapman," Oh, no, come on... please... "
40,Eric Idle," No, I want another assistant. "
41,Graham Chapman, All right! I'll get another assistant. 
42,Eric Idle, Thank you. 
43,Graham Chapman, 
44,Eric Idle," No, I want a different assistant. "
45,Graham Chapman," I am sir, I'm Mr. Abanazar, sir. "
46,Eric Idle, Don't be silly. 
47,Graham Chapman, 
48,Eric Idle, No! I want another assistant. 
49,Graham Chapman," Oh, no, come on, please... "
50,Eric Idle," If you don't give me another assistant.,. "
51,Graham Chapman," No, no, I'll be very good, sir, really.
            "
52,Eric Idle, Right I'm going! 
53,Graham Chapman," No, no, please... "
54,Michael Palin, Woooooo ....ooooooo... 
55,Graham Chapman, It's not him! 
56,Eric Idle, 
57,Graham Chapman," Oh please, give him a chance! "
58,Eric Idle, No! 
59,Michael Palin, 
60,Eric Idle," Oh no, come on, don't try that! "
61,Michael Palin," I'm sorry, sir... try what? "
62,Eric Idle, You know perfectly well what I mean. 
63,Michael Palin," I'm afraid I don't, sir. "
64,Eric Idle," You were down behind there with a silly mask on 
            going wooo-ooo... "
65,Michael Palin," I don't think I was, sir. "
66,Eric Idle," All right, get the manager. "
67,Michael Palin," There seems to have been some sort of 
            misunderstanding, sir. "
68,Eric Idle, Manager! 
69,Graham Chapman," This is the manager, sir. "
70,Eric Idle, What? 
71,Michael Palin, 
72,Eric Idle, Manager! 
73,Michael Palin," It's a smashing store this, I can't 
            recommend it too highly, well-lit, rat-free. It's a joy to manage. 
            Oh yes, the freshest haddock in London, second floor, third floor 
            Ribena, ants here, television and flame throwers over there, behind 
            them our dinner-wagon exhibition closes at six... "
74,Graham Chapman, 
75,Terry Jones," Yes, sir? Can I help you, sir? "
76,Eric Idle, 
77,Terry Jones," I'm sorry to hear that, sir, which ones? "
78,Eric Idle," Well, they're hiding now. "
79,Terry Jones, Sir? 
80,Eric Idle," They're hiding, down there behind the counter. "
81,Terry Jones," I see, sir. "
82,Eric Idle," They must have crawled through here, and made their 
            escape through 'Soft Toys'. "
83,Terry Jones," Yes, of course. "
84,Eric Idle," They were wearing masks and making silly noises and 
            one of them pretended to be the manager. He spoke like this.. "
85,Terry Jones," Ah! I think I've got it, sir, I think I've 
            got it! Its rag week. "
86,Eric Idle, Rag week? 
87,Terry Jones," Yes, you know, for charity, sir. "
88,Eric Idle, Oh! I see. Some local college or university? 
89,Terry Jones," No, no it's the store's rag week. "
90,Eric Idle, The store's rag week? 
91,Terry Jones," Yes. The senior staff don't join in much - 
            it's for the trainees really... "
92,Eric Idle, It's not very good for business is it? 
93,Terry Jones," Oh, It's for charity, sir. People are 
            awfully good about it, you know. "
94,Eric Idle," Yes, yes, of course. "
95,Terry Jones," Right, sir, I'll get you a senior assistant 
            - ants, was it? "
96,Eric Idle," Yes, please. "
97,Terry Jones, 
98,Eric Idle, I don't want him! 
99,Graham Chapman, Oh please! Give me a chance! 
100,Eric Idle, No! 
101,Terry Jones, All right - Mr. Hartford! 
102,Michael Palin," Yes - good morning, sir - can I help you? "
103,Eric Idle," Yes, please, I'm interested in buying an ant. "
104,Michael Palin," Ah yes - and what price were you thinking of 
            paying, sir? "
105,Eric Idle," Oh, well, I hadn't actually got as far as that. "
106,Michael Palin," Well sir, they start about half a p. but they 
            can go as high as three p. or even three and a half p. for a 
            champion - inflation I'm afraid... "
107,Eric Idle," Well, I should think one about one and a half p., 
            please. "
108,Michael Palin," Ah yes, well you should get a very serviceable 
            little animal for that, sir. Quite frankly the half pence ones are a 
            bit on the mangy side ... What length was sir thinking of?. "
109,Eric Idle, Oh ... medium? 
110,Michael Palin," Medium. Medium. Here we are, sir. "
111,Eric Idle, That's a nice one. 
112,Michael Palin," Lees see how you get on with him, eh? "
113,Eric Idle, What do you feed them on? 
114,Michael Palin, Blancmange. 
115,Eric Idle, Blancmange? 
116,Michael Palin," I'm sorry. I don't know why I said that. No, you 
            don't feed them at all. "
117,Eric Idle," Well, what do they live on? "
118,Michael Palin, They don't. They die. 
119,Eric Idle, They die? 
120,Michael Palin," Well of course they do, if you don't feed them.
            "
121,Eric Idle, I don't understand. 
122,Michael Palin," You let them die, then you buy another one. It's 
            much cheaper than feeding them and that way you have a constant 
            variety of little companions. "
123,Eric Idle," Oh, I see. "
124,Michael Palin, That's the advantage of owning an ant. 
125,Eric Idle," Right, well I'll take this one. Oh dear, I've 
            dropped it... "
126,Michael Palin, Never mind. Here's another one. 
127,Eric Idle, Is there anything else I'll need? 
128,Michael Palin," Yes, sir - you'll need an ant house. "
129,Eric Idle, Won't it get out of there? 
130,Michael Palin, Yes. 
131,Eric Idle, Well what's the point of having the cage? 
132,Michael Palin," Well, none at all really. And then some pieces 
            of cage furniture which will keep him entertained. "
133,Eric Idle, Will he live long enough? 
134,Michael Palin," Not really, no, but it's best to have one just 
            in case, and here's a two-way radio he can play with... and of 
            course you'll need the book. "
135,Eric Idle, The book? 
136,Michael Palin," Yes, the book on ants. "
137,Eric Idle, 
138,Michael Palin," So, sir, that is, if I may say so, one hundred 
            and eighty-four pounds one and a half p., sir. "
139,Eric Idle, Will you take a check? 
140,Michael Palin," Yes, sir, if you don't mind leaving a 
            blood-sample, and a piece of skin off the back of the scalp just 
            here, sir ... "
141,Eric Idle," Oh, well I think I'll put it on account. "
142,Michael Palin," I should, sir... much less painful Anyway sir, 
            you know what they say about an ant. A friend for life, eh? Well, a 
            friend for its life anyway... "
143,Eric Idle, Thanks very much indeed. 
144,Michael Palin," Not at all, thank you, Mr. Ellis. "
145,Graham Chapman, Sssssshh! 
146,Eric Idle, What did you say? 
147,Michael Palin," I said thank you, Mr. Ellis... "
148,Graham Chapman, It's not him. 
149,Michael Palin, Oh! 
150,Eric Idle, Why did you say I was Mr. Ellis? 
151,Michael Palin, 
152,Graham Chapman," No, he didn't say that. "
153,Eric Idle," Yes he did. I heard him say 'Thank you, Mr. Ellis'.
            "
154,Graham Chapman," Oh, no, no - he said 'I'm jealous'. "
155,Eric Idle, What? 
156,Graham Chapman," I'm jealous of your ant. Goodbye. 
            Goodbye. "
157,Eric Idle, 
0,Terry Jones, What have you got now? 
1,Eric Idle," I bought an ant, mother. "
2,Terry Jones," What d'you want one of them for! I'm not going to 
            clean it out. You said you'd clean the tiger out, but do you? No, I 
            suppose you've lost interest in it now. Now it'll be ant ant ant for 
            a couple of days, then all of a sudden, 'oh, mum, I've bought a 
            sloth' or some other odd-toed ungulate like a tapir. "
3,Eric Idle," It's really different this time, mum. I'm really 
            going to look after this ant. "
4,Terry Jones," That's what you said about the sperm whale... now 
            your papa's having to use it as a garage. "
5,Eric Idle," Well, you didn't feed it properly. "
6,Terry Jones," Where are we going to get forty-four tons of 
            plankton from every morning? Your papa was dead vexed about that. 
            They thought he was mad in the dell. "
7,Eric Idle, Well at least he's got a free garage. 
8,Terry Jones," That's no good to him... his Hillman smells all 
            fishy. "
9,Eric Idle, Are you giving that tiger drugs? 
10,Terry Jones, 'Course I'm giving it drugs! 
11,Eric Idle, It's illegal. 
12,Terry Jones, You try telling that to the tiger. 
13,Eric Idle, I think it's dangerous. 
14,Terry Jones," Listen ... before he started fixing, he used to 
            get through four Jehovah's wimesses a day. And he used to eat all of 
            them, except the pamphlets. "
15,Eric Idle, Well he's not dim. 
16,Terry Jones, All right! 
17,Eric Idle," Well, I'm going to watch one of the televisions... 
            come on Marcus. "
18,Terry Jones, Michael's been on the phone all day for you. 
19,Eric Idle, Michel? 
